moviechrono_id;"movie,""chapter"",""character"",""dialog"""
142;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Ron Weasley"",""Yes..."""
143;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Alastor Moody"",""Give us a curse."""
144;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Ron Weasley"",""Well, my dad did tell me about one... The imperious curse."""
145;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Alastor Moody"",""Ahhh yes, your father would know all about that. Gave the ministry quite a bit of grief a few years ago. Perhaps this will show you why."""
146;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Alastor Moody"",""Hello. What a little beauty."""
147;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Alastor Moody"",""Don't worry. Completely harmless."""
148;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Alastor Moody"",""But if she bites... she's lethal!"""
149;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Alastor Moody"",""What are you laughing at?"""
150;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Alastor Moody"",""Talented isn't she? What shall I have her do next? Jump out the window? Drown herself?"""
151;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Alastor Moody"",""Scores of witches and wizards have claimed that they only do did you-know-whose bidding under the influence of the imperious curse. But here's the rub, how do we sort out the liars? Another.. another.. Come on come on. Longbottom is it? Up."""
152;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Alastor Moody"",""Professor Sprout tells me you have an aptitude for herbology."""
153;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Neville Longbottom"",""There's the um... The cruciatus curse."""
154;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Alastor Moody"",""Correct! Correct! come come. Particularly nasty. The torture curse."""
155;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Hermione Granger"",""Stop it! Can't you see it's bothering him, stop it!"""
156;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Alastor Moody"",""Perhaps you could give us the last unforgivable curse Miss Granger."""
157;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Alastor Moody"",""The killing curse. Only one person is known to have survived it. And he's sitting in this room."""
158;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Ron Weasley"",""Brilliant isn't he! Completely demented of course. Terrifying to be in the same room with, he's really BEEN there you know."""
159;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Hermione Granger"",""There's a reason those curses are unforgivable, and to perform them in a classroom. I mean did you see Neville's face."""
160;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Hermione Granger"",""Neville?"""
161;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Alastor Moody"",""Son. You alright?"""
162;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Alastor Moody"",""Come on, we'll have a cup of tea. I want to show you something."""
163;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Ron Weasley"",""Eternal glory, be brilliant wouldn't it? In three years from now we'll be old enough to be choosen."""
164;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Harry Potter"",""Yeah well rather you than me."""
165;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""George Weasley"",""Thank you thank you, well lads we've done it."""
166;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Fred Weasley"",""Cooked it up just this morning."""
167;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Hermione Granger"",""It's not going to work."""
168;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Fred Weasley"",""Oh yeah? And why's that Granger."""
169;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Hermione Granger"",""You see this? This is an age line. Dumbledore drew it himself."""
170;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Fred Weasley"",""So?"""
171;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Hermione Granger"",""So a genius like Dumbledore couldn't possibly be fooled by something pathetically dimwitted such as an age potion."""
172;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""George Weasley"",""That's why it's so brilliant."""
173;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""George Weasley"",""Ready Fred?"""
174;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""Fred Weasley"",""Ready George?"""
175;"Harry Potter and the Gobelt of Fire,""The Unforgivable Curses"",""George Weasley"",""You said.."""
176;"Harry Potter and the Gobelt of Fire,""The Four Champions"",""Albus Dumbledore"",""Sit down please. And now the moment you've all been waiting for, the champions selection!"""
177;"Harry Potter and the Gobelt of Fire,""The Four Champions"",""Albus Dumbledore"",""The Durmstrang champion is ... Viktor Krum!"""
178;"Harry Potter and the Gobelt of Fire,""The Four Champions"",""Albus Dumbledore"",""The champion from Beauxbatons... Fleur Delacour"""
179;"Harry Potter and the Gobelt of Fire,""The Four Champions"",""Albus Dumbledore"",""The Hogwarts champion... Cedric Diggory."""
180;"Harry Potter and the Gobelt of Fire,""The Four Champions"",""Albus Dumbledore"",""Excellent! we now have our three champions! But in the end only one will go down in history. Only one will hoist this chalice of champions, this vessel of victory the tri-wizard cup!"""
181;"Harry Potter and the Gobelt of Fire,""The Four Champions"",""Albus Dumbledore"",""Harry Potter. Harry Potter?"""
182;"Harry Potter and the Gobelt of Fire,""The Four Champions"",""Rubeus Hagrid"",""No... No."""
183;"Harry Potter and the Gobelt of Fire,""The Four Champions"",""Albus Dumbledore"",""Harry Potter!"""
184;"Harry Potter and the Gobelt of Fire,""The Four Champions"",""Hermione Granger"",""Go on Harry. Harry for goodness sake."""
185;"Harry Potter and the Gobelt of Fire,""The Four Champions"",""Student"",""He's a cheat! He's not even seventeen yet."""
186;"Harry Potter and the Gobelt of Fire,""The Four Champions"",""Albus Dumbledore"",""Harry! Did you put your name in the goblet of fire?"""
187;"Harry Potter and the Gobelt of Fire,""The Four Champions"",""Harry Potter"",""No sir."""
188;"Harry Potter and the Gobelt of Fire,""The Four Champions"",""Albus Dumbledore"",""Did you ask one of the older students to do it for you?"""
189;"Harry Potter and the Gobelt of Fire,""The Four Champions"",""Harry Potter"",""No sir."""
190;"Harry Potter and the Gobelt of Fire,""The Four Champions"",""Albus Dumbledore"",""You're absolutely sure?"""
191;"Harry Potter and the Gobelt of Fire,""The Four Champions"",""Harry Potter"",""Yes sir."""
192;"Harry Potter and the Gobelt of Fire,""The Four Champions"",""Olympe Maxime"",""Well of course he is lying."""
193;"Harry Potter and the Gobelt of Fire,""The Four Champions"",""Alastor Moody"",""The hell he is. The goblet of fire is an exceptionally powerful magical object, only an exceptionally powerful conjurer could have hoodwinked it. Magic way beyond the talents of a fourth year."""
194;"Harry Potter and the Gobelt of Fire,""The Four Champions"",""Igor Karkaroff"",""You seem to have given this a fair bit of thought Mad-Eye."""
195;"Harry Potter and the Gobelt of Fire,""The Four Champions"",""Alastor Moody"",""It was once my job to think as dark wizards do Karkaroff perhaps you remember?"""
196;"Harry Potter and the Gobelt of Fire,""The Four Champions"",""Albus Dumbledore"",""That doesn't help Alastor. Leave this to you Barty."""
197;"Harry Potter and the Gobelt of Fire,""The Four Champions"",""Bartemius Crouch"",""The rules are absolute, the goblet of fire constitutes a binding magical contract. Mr Potter has no choice, he is as of tonight... a tri-wizards champion."""
198;"Harry Potter and the Gobelt of Fire,""Let Events Unfold"",""Minerva McGonagall"",""This can't go on Albus. First the dark mark, now this?"""
199;"Harry Potter and the Gobelt of Fire,""Let Events Unfold"",""Albus Dumbledore"",""What do you suggest Minerva?"""
200;"Harry Potter and the Gobelt of Fire,""Let Events Unfold"",""Minerva McGonagall"",""Put an end to it. Don't let Potter compete."""
201;"Harry Potter and the Gobelt of Fire,""Let Events Unfold"",""Albus Dumbledore"",""You heard Barty the rules are clear."""
202;"Harry Potter and the Gobelt of Fire,""Let Events Unfold"",""Minerva McGonagall"",""Well the devil with Barty and his rules. And since when did you accomodate them..."""
203;"Harry Potter and the Gobelt of Fire,""Let Events Unfold"",""Severus Snape"",""Master I too find it difficult to believe this mere coincidence, if we are to truly discover the meaning of these events perhaps we should for the time being let them unfold."""
204;"Harry Potter and the Gobelt of Fire,""Let Events Unfold"",""Minerva McGonagall"",""Do nothing?? Offer him up as bait? Potter is a boy not a piece of meat."""
205;"Harry Potter and the Gobelt of Fire,""Let Events Unfold"",""Albus Dumbledore"",""I agree with Severus. Alastor, keep an eye on Harry will you?"""
206;"Harry Potter and the Gobelt of Fire,""Let Events Unfold"",""Alastor Moody"",""I can do that."""
207;"Harry Potter and the Gobelt of Fire,""Let Events Unfold"",""Albus Dumbledore"",""Don't let him know though, he must be anxious enough as it is... knowing what lies ahead. Then again, we all are."""
208;"Harry Potter and the Gobelt of Fire,""Let Events Unfold"",""Ron Weasley"",""How did you do it?"""
209;"Harry Potter and the Gobelt of Fire,""Let Events Unfold"",""Ron Weasley"",""Never mind. Doesn't matter. You could have let your best friend know though."""
210;"Harry Potter and the Gobelt of Fire,""Let Events Unfold"",""Harry Potter"",""Let you know what?"""
211;"Harry Potter and the Gobelt of Fire,""Let Events Unfold"",""Ron Weasley"",""You know bloody well what."""
212;"Harry Potter and the Gobelt of Fire,""Let Events Unfold"",""Harry Potter"",""I didn't ask for this to happen Ron. Okay? You're being stupid."""
213;"Harry Potter and the Gobelt of Fire,""Let Events Unfold"",""Ron Weasley"",""Yeah that's me, Ron Weasley... Harry Potter's stupid friend."""
214;"Harry Potter and the Gobelt of Fire,""Let Events Unfold"",""Harry Potter"",""I didn't put my name in that cup. I don't want eternal glory I just wanna be.. Look, I don't know what happened tonight and I don't know why, it just did ok."""
215;"Harry Potter and the Gobelt of Fire,""Let Events Unfold"",""Ron Weasley"",""Piss off."""
