moviechrono_id;"movie,""chapter"",""character"",""dialog""";
418;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Draco Malfoy"",""I virtually lived here last year. Remember?""";
419;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Harry Potter"",""I remember.""";
420;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Harry Potter"",""What's wrong with the one you have?""";
421;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Draco Malfoy"",""Easy.""";
422;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Harry Potter"",""Why didn't you tell her?""";
423;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Harry Potter"",""Bellatrix. You knew it was me. But you didn't say anything.""";
424;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Draco Malfoy"",""Give me my wand.""";
425;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Harry Potter"",""No. I don't think so...""";
426;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Harry Potter"",""Besides, its allegiance is to me now. If you want it, you'll have to win it back. Perhaps even kill me...""";
427;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Gregory Goyle"",""C'mon, Draco. Don't be a prat.""";
428;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Gregory Goyle"",""Avada Kedavra!""";
429;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Harry Potter"",""Expelliarmus!""";
430;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Hermione Granger"",""Did you see where it went? The diadem!""";
431;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Harry Potter"",""Well done. Let's find Ron and get out of here.""";
432;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Ron Weasley"",""RUN! Goyle's set the bioody place on fire!""";
433;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Harry Potter"",""Split up!""";
434;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Hermione Granger"",""Do we climb!""";
435;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Harry Potter"",""No, it''ll just follow us!""";
436;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Harry Potter"",""Here! Take one!""";
437;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Ron Weasley"",""Serves him right.""";
438;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Hermione Granger"",""C'mon! This way!""";
439;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Harry Potter"",""Wait! What about Malfoy and Blaise!""";
440;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Ron Weasley"",""Brilliant.""";
441;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Voldemort"",""Nagini. Come.""";
442;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Ron Weasley"",""You're bloody well welcome!""";
443;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Harry Potter"",""Ron, you once asked me if I thought he felt it -- Voldemort -- when we destroy a Horcrux, when we destroy a piece of his soul.""";
444;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Harry Potter"",""He does.""";
445;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Harry Potter"",""It's the snake. She's the last one. The last Horcrux.""";
446;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Ron Weasley"",""Where will he take her?""";
447;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Hermione Granger"",""Someplace safe.""";
448;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Harry Potter"",""No. He'll keep her close.""";
449;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Ron Weasley"",""Look inside him, Harry.""";
450;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Ron Weasley"",""Find out where he is. If we find him, we find the snake. Then we're one step closer to ending this.""";
451;"Harry Potter and the Deathly Hallows Part 2,""He Will Come To Me"",""Voldemort"",""Stop looking at her. She smells your fear. It agitates her. Be grateful she's just eaten.""";
452;"Harry Potter and the Deathly Hallows Part 2,""He Will Come To Me"",""Lucius Malfoy"",""Forgive me, my Lord, but wouldn't it be more prudent to call off this battle and seek the boy yourself?""";
453;"Harry Potter and the Deathly Hallows Part 2,""He Will Come To Me"",""Voldemort"",""I do not need to seek the boy! Before the night is out, he will come to me! Do you understand!""";
454;"Harry Potter and the Deathly Hallows Part 2,""He Will Come To Me"",""Lucius Malfoy"",""Of c-course, my Lord.""";
455;"Harry Potter and the Deathly Hallows Part 2,""He Will Come To Me"",""Voldemort"",""How do you live with yourself, Lucius?  Go. Find Severus. Tell him I need to see him immediately.""";
456;"Harry Potter and the Deathly Hallows Part 2,""He Will Come To Me"",""Harry Potter"",""I know where he is.""";
457;"Harry Potter and the Deathly Hallows Part 2,""He Will Come To Me"",""Sybill Trelawney"",""There's more to me than incense and tea leaves, Mr. Finnegan.""";
458;"Harry Potter and the Deathly Hallows Part 2,""He Will Come To Me"",""Luna Lovegood"",""Thanks.""";
459;"Harry Potter and the Deathly Hallows Part 2,""He Will Come To Me"",""Neville Longbottom"",""Don't mention it.""";
460;"Harry Potter and the Deathly Hallows Part 2,""He Will Come To Me"",""Voldemort"",""Why doesn't it work for me?""";
461;"Harry Potter and the Deathly Hallows Part 2,""He Will Come To Me"",""Severus Snape"",""You have performed extraordinary magic with this wand, my Lord. In the last few hours alone --""";
462;"Harry Potter and the Deathly Hallows Part 2,""He Will Come To Me"",""Voldemort"",""No! I am extraordinary! But the wand resists me!""";
463;"Harry Potter and the Deathly Hallows Part 2,""He Will Come To Me"",""Severus Snape"",""There is no wand more powerful. Ollivander himself said it. Tonight, when the boy comes to you, it will not fail you, I am sure. It answers to you and you only.""";
464;"Harry Potter and the Deathly Hallows Part 2,""He Will Come To Me"",""Voldemort"",""Does it?""";
465;"Harry Potter and the Deathly Hallows Part 2,""He Will Come To Me"",""Severus Snape"",""My Lord?""";
466;"Harry Potter and the Deathly Hallows Part 2,""He Will Come To Me"",""Voldemort"",""The wand. Does it truly answer to me?""";
467;"Harry Potter and the Deathly Hallows Part 2,""He Will Come To Me"",""Voldemort"",""You're a clever man, Severus. Surely you must know.""";
468;"Harry Potter and the Deathly Hallows Part 2,""He Will Come To Me"",""Voldemort"",""Where, Severus? Where does its loyalty lie?""";
469;"Harry Potter and the Deathly Hallows Part 2,""He Will Come To Me"",""Severus Snape"",""With you, of course, my Lord.""";
470;"Harry Potter and the Deathly Hallows Part 2,""He Will Come To Me"",""Voldemort"",""The Elder Wand cannot serve me properly, Severus, because I am""";
471;"Harry Potter and the Deathly Hallows Part 2,""He Will Come To Me"",""Voldemort"",""The Elder Wand belongs to the wizard who killed its last owner. Ollivander was quite explicit about that. You killed Dumbledore, Severus. While you live, the Elder Wand cannot be truly mine.""";
472;"Harry Potter and the Deathly Hallows Part 2,""He Will Come To Me"",""Severus Snape"",""My Lord --""";
473;"Harry Potter and the Deathly Hallows Part 2,""He Will Come To Me"",""Voldemort"",""You have been a good and faithful servant, Severus.""";
474;"Harry Potter and the Deathly Hallows Part 2,""He Will Come To Me"",""Voldemort"",""But only I can live forever...""";
475;"Harry Potter and the Deathly Hallows Part 2,""He Will Come To Me"",""Voldemort"",""Kill.""";
476;"Harry Potter and the Deathly Hallows Part 2,""He Will Come To Me"",""Voldemort"",""Nagini! Come!""";
477;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""Take them...""";
478;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""Take them!""";
479;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""Please.""";
480;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Harry Potter"",""Give me something! Quickly! A flask! Anything.""";
481;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""They are the same...""";
482;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""You have your mother's eyes...""";
483;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Ron Weasley"",""He's gone. The snake too.""";
484;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Voldemort"",""You have fought valiantly... but in vain. I do not wish this. Every drop of magical bliood""";
485;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Voldemort"",""I therefore command my forces to retreat. In their absence, dispose of your dead with dignity. Treat your injured.""";
486;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Ron Weasley"",""Never! Do you hear me! NEVER!""";
487;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Hermione Granger"",""Where is everyone?""";
488;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""Lily... Then...""";
489;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Petunia Dursley"",""Lily! Come out of there! Now!""";
490;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Petunia Dursley"",""We're going home.""";
491;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""She's jealous. Because she's ordinary and you're special.""";
492;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Lily Potter"",""That's mean.""";
493;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""It's true. You know so yourself.""";
494;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""No! Don't kill me!""";
495;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Albus Dumbledore"",""That wasn't my intention.""";
496;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Albus Dumbledore"",""Stand up, Severus. I haven't much time. What message do you bring from Lord Voldemort this time?""";
497;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Albus Dumbledore"",""Is this about the Prophecy?""";
498;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""Yes.""";
499;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Albus Dumbledore"",""How much did you relay?""";
500;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""Only what I heard. But now... he thinks it refers to her.""";
501;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Albus Dumbledore"",""The Prophecy did not refer to a woman. It spoke of a boy born at the end of July --""";
502;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""Yes! But he thinks it's her son! He intends to hunt them down now! To kill them!""";
503;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Albus Dumbledore"",""If she means so much to you, surely Lord Voldemort would spare her in exchange for the boy.""";
504;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""I have asked.""";
505;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Albus Dumbledore"",""You disgust me. You would sacrifice the life of an innocent child over a schoolboy crush?""";
506;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""She's more than that! She's different! Beautiful. Kind.""";
507;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Albus Dumbledore"",""And should I do so, what will you give me in return, Severus?""";
508;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""Anything.""";
509;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""You said you would keep her safe!""";
510;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Albus Dumbledore"",""Lily and James put their faith in the wrong person. Rather like you, Severus.""";
511;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Albus Dumbledore"",""The boy survives.""";
512;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Albus Dumbledore"",""He has her eyes.""";
513;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""He doesn't need protection. The Dark Lord has gone --""";
514;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Albus Dumbledore"",""The Dark Lord will return. And the boy will be in terrible danger when he does.""";
515;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""No one can know. Your word.""";
516;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Albus Dumbledore"",""My word that I shall never reveal the best of you, Severus? If you insist.""";
517;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""He exhibits no measurable talent. His arrogance rivals even his father's. And he seems to relish his fame.""";
518;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Albus Dumbledore"",""Sometimes we see what we expect to see, Severus. Other teachers indicate the boy is modest, likeable and while no prodigy, possesses above-average gifts. Personally, I find him rather engaging.""";
519;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""You see what you want to see.""";
520;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Albus Dumbledore"",""Perhaps. oOh. Severus.""";
521;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""Why did you put it on? Surely you realized it carried a curse.""";
522;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Albus Dumbledore"",""I was... foolish... greedy...""";
523;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""Drink the rest. It will contain the curse to the hand for the time being.""";
524;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Albus Dumbledore"",""For the time being?""";
525;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""It will spread.""";
526;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Albus Dumbledore"",""How long?""";
527;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""Maybe a year.""";
528;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Albus Dumbledore"",""Well, this makes matters much more straightforward.""";
529;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Albus Dumbledore"",""Do not ignore me, Severus. Was it not you who told me of Lord Voldemort's plan to have the Malfoy boy murder me?""";
530;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""It is not expected that he will succeed.""";
531;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Albus Dumbledore"",""You must agree.""";
532;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Albus Dumbledore"",""Yes. You must be the one to kill me, Severus. It is the only way. Only then will the Dark Lord trust you completely.""";
533;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""You ask too much.""";
534;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Albus Dumbledore"",""There will come a time when Harry Potter must be told something. But you must wait until Voldemort is at his most vulnerable.""";
535;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""Tell him what?""";
536;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Albus Dumbledore"",""On the night Lord Voldemort went to Godric's Hollow to kill Harry, and Lily Potter cast herself between them, the curse rebounded. When that happened, a part of Lord Voldemort's soul latched itself onto the only living thing it could find: Harry himself.""";
537;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Albus Dumbledore"",""There's a reason Harry can speak with snakes. There's a reason he can look into Lord Voldemort's mind. A part of Lord Voldemort lives inside him.""";
538;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""So when the time comes, the boy must die.""";
539;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""You've kept him alive so that he can die at the proper moment. You've been raising him like a pig for slaughter.""";
540;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Albus Dumbledore"",""But this is touching, Severus. Don't tell me you've grown to care for the boy?""";
541;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""Expecto Patronum!""";
542;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Albus Dumbledore"",""Lily. After all this time?""";
543;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Severus Snape"",""Always... We GO TO BLACK...""";
544;"Harry Potter and the Deathly Hallows Part 2,""Your Mother's Eyes"",""Albus Dumbledore"",""The irony of course, Severus, is that -- in the end -- you and the boy desire the same thing...""";
545;"Harry Potter and the Deathly Hallows Part 2,""Confront Your Fate"",""Hermione Granger"",""Where've you been?""";
546;"Harry Potter and the Deathly Hallows Part 2,""Confront Your Fate"",""Ron Weasley"",""We thought you'd gone to the forest, we thought you might be --""";
547;"Harry Potter and the Deathly Hallows Part 2,""Confront Your Fate"",""Harry Potter"",""I'm going there now.""";
548;"Harry Potter and the Deathly Hallows Part 2,""Confront Your Fate"",""Ron Weasley"",""Are you mad! No!""";
549;"Harry Potter and the Deathly Hallows Part 2,""Confront Your Fate"",""Harry Potter"",""It's... meant to be.""";
550;"Harry Potter and the Deathly Hallows Part 2,""Confront Your Fate"",""Ron Weasley"",""Rubbish! You can't just give yourself up to him -- Hermione squeezes Ron's arm, silencing him.""";
551;"Harry Potter and the Deathly Hallows Part 2,""Confront Your Fate"",""Hermione Granger"",""What is it, Harry? What is it you""";
552;"Harry Potter and the Deathly Hallows Part 2,""Confront Your Fate"",""Harry Potter"",""There's a reason I can... hear them -- the Horcruxes.""";
553;"Harry Potter and the Deathly Hallows Part 2,""Confront Your Fate"",""Harry Potter"",""I think I've known for awhile.""";
554;"Harry Potter and the Deathly Hallows Part 2,""Confront Your Fate"",""Hermione Granger"",""I'll go with you. I/'ll --""";
555;"Harry Potter and the Deathly Hallows Part 2,""Confront Your Fate"",""Harry Potter"",""Kill the snake. Kill the snake and then it's just him. Then it will be over.""";
556;"Harry Potter and the Deathly Hallows Part 2,""Confront Your Fate"",""Oliver Wood"",""I'll take him from here.""";
557;"Harry Potter and the Deathly Hallows Part 2,""Confront Your Fate"",""Ginny Weasley"",""It's all right. We're going to get you inside.""";
558;"Harry Potter and the Deathly Hallows Part 2,""Confront Your Fate"",""Student"",""I kept calling. No one came.""";
559;"Harry Potter and the Deathly Hallows Part 2,""Confront Your Fate"",""Ginny Weasley"",""Don't worry. I won't leave you. I promise.""";
560;"Harry Potter and the Deathly Hallows Part 2,""I Open At the Close"",""Lily Potter"",""You've been so brave, sweetheart.""";
561;"Harry Potter and the Deathly Hallows Part 2,""I Open At the Close"",""Harry Potter"",""Why are you here? All of you?""";
562;"Harry Potter and the Deathly Hallows Part 2,""I Open At the Close"",""Lily Potter"",""We never left, dear.""";
563;"Harry Potter and the Deathly Hallows Part 2,""I Open At the Close"",""Harry Potter"",""Does it hurt? Dying?""";
564;"Harry Potter and the Deathly Hallows Part 2,""I Open At the Close"",""Sirius Black"",""Quicker than falling asleep.""";
565;"Harry Potter and the Deathly Hallows Part 2,""I Open At the Close"",""Remus Lupin"",""And he will want it to be quick.""";
566;"Harry Potter and the Deathly Hallows Part 2,""I Open At the Close"",""James Potter"",""You're nearly there, son.""";
567;"Harry Potter and the Deathly Hallows Part 2,""I Open At the Close"",""Harry Potter"",""I'm sorry. I didn't want any of you to die for me. And Remus, your son...""";
568;"Harry Potter and the Deathly Hallows Part 2,""I Open At the Close"",""Remus Lupin"",""Others will tell him what his mother and father died for. Someday he'll understand...""";
569;"Harry Potter and the Deathly Hallows Part 2,""I Open At the Close"",""Harry Potter"",""You'll stay with me?""";
570;"Harry Potter and the Deathly Hallows Part 2,""I Open At the Close"",""James Potter"",""Until the end.""";
571;"Harry Potter and the Deathly Hallows Part 2,""I Open At the Close"",""Harry Potter"",""He won't be able to see you?""";
572;"Harry Potter and the Deathly Hallows Part 2,""I Open At the Close"",""Sirius Black"",""No. We're here, you see.""";
573;"Harry Potter and the Deathly Hallows Part 2,""I Open At the Close"",""Harry Potter"",""Stay close to me.""";
574;"Harry Potter and the Deathly Hallows Part 2,""I Open At the Close"",""Lily Potter"",""Always...""";
575;"Harry Potter and the Deathly Hallows Part 2,""The Boy Who Lived"",""Corban Yaxley"",""No sign of him, my Lord.""";
576;"Harry Potter and the Deathly Hallows Part 2,""The Boy Who Lived"",""Voldemort"",""I thought he would come. I was, it seems... mistaken.""";
577;"Harry Potter and the Deathly Hallows Part 2,""The Boy Who Lived"",""Harry Potter"",""You weren't.""";
578;"Harry Potter and the Deathly Hallows Part 2,""The Boy Who Lived"",""Corban Yaxley"",""Quiet!""";
579;"Harry Potter and the Deathly Hallows Part 2,""The Boy Who Lived"",""Voldemort"",""Harry Potter. The Boy Who Lived. Come to die. Nagini HISSES behind her protective guard of Death Eaters. Harry's gaze shifts to her when Voldemort raises""";
580;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Albus Dumbledore"",""You cannot help.""";
581;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Albus Dumbledore"",""Harry. You wonderful boy. You brave, brave man. Let us walk.""";
582;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Harry Potter"",""Sir, this, is this... I mean, forgive me, but you are dead, aren't you, sir?""";
583;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Albus Dumbledore"",""Oh, yes.""";
584;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Harry Potter"",""Then... I'm dead too?""";
585;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Harry Potter"",""Not?""";
586;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Albus Dumbledore"",""Not.""";
587;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Harry Potter"",""But I didn't defend myself. I let him kill me.""";
588;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Harry Potter"",""It's true, isn't it, sir? A bit of him lives in me, doesn't it?""";
589;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Albus Dumbledore"",""Did. It was just destroyed only moments ago by none other than Voldemort himself.""";
590;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Albus Dumbledore"",""You were the seventh Horcrux, Harry";" the Horcrux he never meant to make."""
591;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Harry Potter"",""And you knew this? That's why you were certain I wouldn't die?""";
592;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Albus Dumbledore"",""Certain? No. Little is certain in this world, Harry. Call it an educated guess.""";
593;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Harry Potter"",""Professor, is that -- ?""";
594;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Harry Potter"",""Exactly where are we, sir?""";
595;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Albus Dumbledore"",""I was going to ask you that. Where would you say that we are?""";
596;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Harry Potter"",""It looks like King's Cross station -- only a lot cleaner. And without the trains.""";
597;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Albus Dumbledore"",""King's Cross! Is that right? Well, this is, as they say, your party.""";
598;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Harry Potter"",""Sir, why didn't you just tell me about the Deathly Hallows?""";
599;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Albus Dumbledore"",""You will have to forgive me, Harry. You see... I didn't trust""";
600;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Albus Dumbledore"",""I feared that you would make the same mistake I made, that you would be intoxicated by the power the Hallows promise their possessor. But I crave your pardon, Harry. It's clear to me now, as it should have been all along, that you are the better man.""";
601;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Harry Potter"",""Sir --""";
602;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Albus Dumbledore"",""You are the worthy possessor of the Hallows, Harry, not me. I was fit to own the Elder Wand, because I took it not for gain, but to save others from it. But I took the Stone because I longed to recall someone who has long been at peace and for that I paid with my life.""";
603;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Harry Potter"",""You wanted to see Ariana again, didn't you, sir?""";
604;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Albus Dumbledore"",""Yes.""";
605;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Harry Potter"",""I used the Stone as well, sir, only a little while ago when I entered the Forest. I saw my mum and dad, and Sirius and Lupin...""";
606;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Albus Dumbledore"",""True. But ask yourself this: were you calling them? Or were they calling you?""";
607;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Harry Potter"",""I've got to go back, haven't I?""";
608;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Albus Dumbledore"",""That is up to you.""";
609;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Harry Potter"",""I've got a choice?""";
610;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Albus Dumbledore"",""Oh yes. We are in King's Cross, you say? I think, should you so decide, you would be able to, let's say, board a train.""";
611;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Harry Potter"",""And where would it take me?""";
612;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Albus Dumbledore"",""On.""";
613;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Harry Potter"",""Voldemort's got the Elder Wand.""";
614;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Albus Dumbledore"",""True.""";
615;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Harry Potter"",""And the snake lives.""";
616;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Albus Dumbledore"",""Yes.""";
617;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Harry Potter"",""And I've nothing to kill it with.""";
618;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Albus Dumbledore"",""'Help will always be given at Hogwarts to those who ask for it.'""";
619;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Albus Dumbledore"",""I have always prized my ability to turn a phrase -- words are, in my""";
620;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Harry Potter"",""With all due respect, sir, I think what we need here is a miracle.""";
621;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Albus Dumbledore"",""I've never put much stock in miracles, Harry. On the other hand, I can attest wholly to the extensive advantages of a related phenomenon.""";
622;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Harry Potter"",""Which would be, sir?""";
623;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Albus Dumbledore"",""Luck.""";
624;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Albus Dumbledore"",""Do not pity the dead, Harry. Pity the living and, above all, those who live without love.""";
625;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Harry Potter"",""Sir, my mother's Patronus. It was a doe, wasn't it? Just like Professor Snape's. Curious, don't you think?""";
626;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Albus Dumbledore"",""Actually, if I think about it... it doesn't seem curious at all.""";
627;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Harry Potter"",""Professor.""";
628;"Harry Potter and the Deathly Hallows Part 2,""King's Cross"",""Harry Potter"",""Is this real? Or has this been happening inside my head?""";
