moviechrono_id;"movie,""chapter"",""character"",""dialog""";
221;"Harry Potter and the Deathly Hallows Part 2,""Aberforth Dumbledore"",""Aberforth Dumbledore"",""Sirius. Albus told me. He also told me that you'd likely be hacked off if you ever found out I had it. But ask yourself where you'd be if I didn't.""";
222;"Harry Potter and the Deathly Hallows Part 2,""Aberforth Dumbledore"",""Aberforth Dumbledore"",""Right then. Reckon you're hungry. Let's get you fed, then think of the best way to get you out of here.""";
223;"Harry Potter and the Deathly Hallows Part 2,""Aberforth Dumbledore"",""Hermione Granger"",""Do you hear much from the others? From the Order?""";
224;"Harry Potter and the Deathly Hallows Part 2,""Aberforth Dumbledore"",""Aberforth Dumbledore"",""The Order is finished. You-Know- Who's won. Anyone who says otherwise is kidding themselves.""";
225;"Harry Potter and the Deathly Hallows Part 2,""Aberforth Dumbledore"",""Harry Potter"",""We need to get into Hogwarts. Dumbledore gave us a job to do.""";
226;"Harry Potter and the Deathly Hallows Part 2,""Aberforth Dumbledore"",""Aberforth Dumbledore"",""Did he now? Nice job? Easy?""";
227;"Harry Potter and the Deathly Hallows Part 2,""Aberforth Dumbledore"",""Harry Potter"",""We've been hunting Horcruxes. We think the last one's in the school. But we'll need your help getting in.""";
228;"Harry Potter and the Deathly Hallows Part 2,""Aberforth Dumbledore"",""Harry Potter"",""If we can find it and kill it, then we kill him, and then we can end this war once and for all. We need to get into Hogwarts tonight.""";
229;"Harry Potter and the Deathly Hallows Part 2,""Aberforth Dumbledore"",""Aberforth Dumbledore"",""It's not a job my brother's given you, it's a suicide mission. Do yourself a favor boy. Go home. Live a little longer.""";
230;"Harry Potter and the Deathly Hallows Part 2,""Aberforth Dumbledore"",""Harry Potter"",""Dumbledore trusted me, to see this through.""";
231;"Harry Potter and the Deathly Hallows Part 2,""Aberforth Dumbledore"",""Harry Potter"",""Why should he...""";
232;"Harry Potter and the Deathly Hallows Part 2,""Aberforth Dumbledore"",""Aberforth Dumbledore"",""Keep secrets? You tell me.""";
233;"Harry Potter and the Deathly Hallows Part 2,""Aberforth Dumbledore"",""Harry Potter"",""I only care about the Dumbledore I knew. I trusted him.""";
234;"Harry Potter and the Deathly Hallows Part 2,""Aberforth Dumbledore"",""Aberforth Dumbledore"",""Did you now? And why is that?""";
235;"Harry Potter and the Deathly Hallows Part 2,""Aberforth Dumbledore"",""Harry Potter"",""I had no reason not to —-""";
236;"Harry Potter and the Deathly Hallows Part 2,""Aberforth Dumbledore"",""Aberforth Dumbledore"",""That's a boy's answer. A boy who goes chasing Horcruxes on the word of a man who won't even tell him where to start. You're lying. Not just to me, which doesn't matter, but to yourself as well. That's what a fool does.""";
237;"Harry Potter and the Deathly Hallows Part 2,""Aberforth Dumbledore"",""Harry Potter"",""You're drunk.""";
238;"Harry Potter and the Deathly Hallows Part 2,""Aberforth Dumbledore"",""Aberforth Dumbledore"",""You don't strike me as a fool, Mr. Potter. So I'll ask you again. There must be a reason. Why do you trust anything my brother ever said to you? Why?""";
239;"Harry Potter and the Deathly Hallows Part 2,""Aberforth Dumbledore"",""Aberforth Dumbledore"",""You know what to do...""";
240;"Harry Potter and the Deathly Hallows Part 2,""Aberforth Dumbledore"",""Harry Potter"",""Where've you sent her?""";
241;"Harry Potter and the Deathly Hallows Part 2,""Aberforth Dumbledore"",""Aberforth Dumbledore"",""You'll see soon enough.""";
242;"Harry Potter and the Deathly Hallows Part 2,""Aberforth Dumbledore"",""Hermione Granger"",""That's Ariana, isn't it? Your sister. She's beautiful.""";
243;"Harry Potter and the Deathly Hallows Part 2,""Aberforth Dumbledore"",""Aberforth Dumbledore"",""She'll always be beautiful.""";
244;"Harry Potter and the Deathly Hallows Part 2,""Aberforth Dumbledore"",""Hermione Granger"",""She died very young, didn't she.""";
245;"Harry Potter and the Deathly Hallows Part 2,""Aberforth Dumbledore"",""Aberforth Dumbledore"",""My brother sacrificed many things, Mr. Potter, in his journey to find power, including her. She was devoted to him -- he gave her everything, but time.""";
246;"Harry Potter and the Deathly Hallows Part 2,""Aberforth Dumbledore"",""Hermione Granger"",""Mr. Dumbledore... thank you.""";
247;"Harry Potter and the Deathly Hallows Part 2,""Aberforth Dumbledore"",""Hermione Granger"",""Did save our lives twice. Kept an eye on us in that mirror. That doesn't seem like someone who's given up, does it?""";
248;"Harry Potter and the Deathly Hallows Part 2,""Aberforth Dumbledore"",""Hermione Granger"",""She's coming back! And she's got someone with her!""";
249;"Harry Potter and the Deathly Hallows Part 2,""Aberforth Dumbledore"",""Ron Weasley"",""Who's that with her? Bloody hell...""";
250;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Neville Longbottom"",""I knew you'd come! I told them alii! Harry Potter would never abandon Hogwarts!""";
251;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Harry Potter"",""Neville, you look...""";
252;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Neville Longbottom"",""Like hell? I reckon. This is nothing. Seamus is worse. You'll see. Hermione! Ron!""";
253;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Neville Longbottom"",""Hey, Ab. There might be a couple more people on the way.""";
254;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Neville Longbottom"",""Well? Ready?""";
255;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Ron Weasley"",""I don't remember this being on the Marauder's Map.""";
256;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Neville Longbottom"",""That's because it never existed till now. The seven secret passages were sealed off before the start of the year. This is the only way in or out now. The grounds are crawling with Death Eaters and Dementors.""";
257;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Hermione Granger"",""How bad is it, Neville? With Snape as Headmaster.""";
258;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Neville Longbottom"",""Hardly ever see him. It's the Carrows you have to watch out for.""";
259;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Harry Potter"",""The Carrows?""";
260;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Neville Longbottom"",""Brother and sister. They're in charge of discipline. Like punishment, the Carrows.""";
261;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Hermione Granger"",""They did that to you? But why?""";
262;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Neville Longbottom"",""Today's Dark Arts lesson had us practicing the Cruciatus Curse. On First Years. I refused. Hogwarts has changed.""";
263;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Neville Longbottom"",""Aw, c'mon. Don't be grim. We're all used to it by now. And the thing is, it helps when people stand up, gives everyone hope. I used to notice that when you did it, Harry. C'mon, we're almost there.""";
264;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Neville Longbottom"",""Let's have a bit of fun, shall we?  Hey! Listen up, you lot! I've brought you a surprise!""";
265;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Seamus Finnigan"",""Blimey.""";
266;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Neville Longbottom"",""Get the word out to Remus and the others that Harry's back.""";
267;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Nigel Wolpert"",""River, DA calling. Do you read? We have a new weather report: Lightning has struck. I repeat, lightning has struck...""";
268;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Neville Longbottom"",""Okay, okay! Stand down! lLet's not kill them before You-Know-Who gets the chance!""";
269;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Harry Potter"",""Okay. There's something we need to find, something hidden here in the castle. It could help us defeat You-Know-Who.""";
270;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Neville Longbottom"",""What is it?""";
271;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Harry Potter"",""We don't know.""";
272;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Dean Thomas"",""Where is it?""";
273;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Harry Potter"",""I realize it's not much to go on.""";
274;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Seamus Finnigan"",""That's nothing to go on.""";
275;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Harry Potter"",""I think it might have something to do with Ravenclaw. It would be small, easy to conceal, valuable. Any ideas?""";
276;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Luna Lovegood"",""Well, there's Rowena Ravenclaw's lost diadem.""";
277;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Luna Lovegood"",""The lost diadem of Ravenclaw? Hasn't anyone ever heard of it? It's quite famous.""";
278;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Cho Chang"",""Yes, but Luna, it's lost. For centuries now. There's not a person alive today who's seen it.""";
279;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Ron Weasley"",""Excuse me. But would someone tell me: what's a bloody diadem?""";
280;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Cho Chang"",""It's a kind of crown. You know, like a tiara.""";
281;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Cho Chang"",""Ravenclaw's was rumored to have magical properties, to enhance the wisdom of the wearer.""";
282;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Ginny Weasley"",""Harry.""";
283;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Harry Potter"",""Hey there. Ron smiles, about to speak, then notices Ginny's eyes have not left Harry. He frowns, speaks to Hermione.""";
284;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Ron Weasley"",""Six months she hasn't seen me and it's like I'm Frankie First Year. I mean, I'm only her brother.""";
285;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Seamus Finnigan"",""Got loads of those, though, doesn't she? There's only one Harry.""";
286;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Ron Weasley"",""Shut up, Seamus.""";
287;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Neville Longbottom"",""What is it, Ginny?""";
288;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Ginny Weasley"",""Snape knows. He knows that Harry was spotted in Hogsmeade.""";
289;"Harry Potter and the Deathly Hallows Part 2,""Hogwarts Reunion"",""Alecto Carrow"",""Put a smile on, Miss Reynolds. Wouldn't want me to have to pay a visit to Daddy again, would you?""";
290;"Harry Potter and the Deathly Hallows Part 2,""Give Me Harry Potter"",""Severus Snape"",""Many of you are surely wondering why I have summoned you here at this hour. It has come to my attention that earlier this evening... Harry Potter was sighted in Hogsmeade.""";
291;"Harry Potter and the Deathly Hallows Part 2,""Give Me Harry Potter"",""Severus Snape"",""I mention this in the hopes that truth will not be supplanted by""";
292;"Harry Potter and the Deathly Hallows Part 2,""Give Me Harry Potter"",""Severus Snape"",""For myself and a few select members of the staff this comes as little surprise. We have, for some time, considered Mr. Potter's return to Hogwarts to be not only possible but inevitable. Consequently, in the past several months and under my specific direction, exhaustive defensive strategies have been employed to defeat any attempt Mr. Potter might make to breach these walls. But know this. Should anyone -- student or staff -- attempt to aid Mr. Potter, that person will be punished in a manner consistent with the severity of their transgression. Rest assured: So long as I am Headmaster at Hogwarts, Harry Potter will never again step foot in this castle.""";
293;"Harry Potter and the Deathly Hallows Part 2,""Give Me Harry Potter"",""Severus Snape"",""Now then. If anyone here has knowledge of Mr. Potter's movements this evening... I invite them to step forward now.""";
294;"Harry Potter and the Deathly Hallows Part 2,""Give Me Harry Potter"",""Harry Potter"",""I think I can help you out with that... -.. Harry appears.""";
295;"Harry Potter and the Deathly Hallows Part 2,""Give Me Harry Potter"",""Harry Potter"",""And I'm afraid it's rather extensive.""";
296;"Harry Potter and the Deathly Hallows Part 2,""Give Me Harry Potter"",""Harry Potter"",""How dare you stand where he stood.""";
297;"Harry Potter and the Deathly Hallows Part 2,""Give Me Harry Potter"",""Harry Potter"",""Tell them how it was that night. Tell then how you looked him in the eye, a man who trusted you... and killed him. Tell them!""";
298;"Harry Potter and the Deathly Hallows Part 2,""Give Me Harry Potter"",""Harry Potter"",""I'm a Gryffindor.""";
299;"Harry Potter and the Deathly Hallows Part 2,""Give Me Harry Potter"",""Voldemort"",""I know that many of you will want to fight. Some of you may even think this wise. But this is foily.""";
300;"Harry Potter and the Deathly Hallows Part 2,""Give Me Harry Potter"",""Voldemort"",""I wish you no harm. TI have great respect for the students of Hogwarts. I was once one myself after all. I ask for but one thing and if granted no magical blood shail be spiit...""";
301;"Harry Potter and the Deathly Hallows Part 2,""Give Me Harry Potter"",""Voldemort"",""Give me Harry Potter. Do this and none shall be harmed. Give me Harry Potter and I shail leave Hogwarts untouched. Give me Harry Potter and you will be rewarded.""";
302;"Harry Potter and the Deathly Hallows Part 2,""Give Me Harry Potter"",""Pansy parkinson"",""But he's there! Potter's there! Someone grab him!""";
303;"Harry Potter and the Deathly Hallows Part 2,""Give Me Harry Potter"",""Argus Filch"",""Students out of bed! Students in the corridors!""";
304;"Harry Potter and the Deathly Hallows Part 2,""Give Me Harry Potter"",""Argus Filch"",""Oh. Sorry, mum.""";
305;"Harry Potter and the Deathly Hallows Part 2,""Give Me Harry Potter"",""Argus Filch"",""Right away.""";
306;"Harry Potter and the Deathly Hallows Part 2,""Duty To Our School"",""Harry Potter"",""Time. As much as you can give me.""";
307;"Harry Potter and the Deathly Hallows Part 2,""Duty To Our School"",""Harry Potter"",""Is that possible, Professor?""";
308;"Harry Potter and the Deathly Hallows Part 2,""Duty To Our School"",""Harry Potter"",""I think you're right.""";
309;"Harry Potter and the Deathly Hallows Part 2,""Duty To Our School"",""Harry Potter"",""You, too, Professor.""";
310;"Harry Potter and the Deathly Hallows Part 2,""Duty To Our School"",""Neville Longbottom"",""Let me get this straight, Professor. You're giving us permission to do this?""";
311;"Harry Potter and the Deathly Hallows Part 2,""Duty To Our School"",""Neville Longbottom"",""To blow it up. Boom.""";
312;"Harry Potter and the Deathly Hallows Part 2,""Duty To Our School"",""Neville Longbottom"",""Wicked.""";
313;"Harry Potter and the Deathly Hallows Part 2,""Duty To Our School"",""Seamus Finnigan"",""I can bring 'er down.""";
314;"Harry Potter and the Deathly Hallows Part 2,""Duty To Our School"",""Filius Flitwick"",""You realize, of course, that nothing we do will be able to keep out You-Know-Who indefinitely.""";
315;"Harry Potter and the Deathly Hallows Part 2,""Duty To Our School"",""Pomona Sprout"",""That doesn't mean we can't hold him up.""";
316;"Harry Potter and the Deathly Hallows Part 2,""Duty To Our School"",""Professors"",""Protego Maxima... Finato Duri... Repello Inimicum...""";
317;"Harry Potter and the Deathly Hallows Part 2,""Duty To Our School"",""Ron Weasley"",""Harry, Hermione and I have been thinking. It doesn't really matter if we find the Horcrux.""";
318;"Harry Potter and the Deathly Hallows Part 2,""Duty To Our School"",""Hermione Granger"",""Unless we can destroy it.""";
319;"Harry Potter and the Deathly Hallows Part 2,""Duty To Our School"",""Ron Weasley"",""So we were thinking --""";
320;"Harry Potter and the Deathly Hallows Part 2,""Duty To Our School"",""Hermione Granger"",""You were thinking. It's Ron's idea. And it's brilliant.""";
321;"Harry Potter and the Deathly Hallows Part 2,""Duty To Our School"",""Ron Weasley"",""You destroyed Tom Riddle's Diary with a Basilisk fang, right? Well, we know where we might find one, don't we?""";
322;"Harry Potter and the Deathly Hallows Part 2,""Duty To Our School"",""Harry Potter"",""Okay. But take this. That way you can find me when you get back.""";
323;"Harry Potter and the Deathly Hallows Part 2,""Duty To Our School"",""Hermione Granger"",""Where are you going?""";
324;"Harry Potter and the Deathly Hallows Part 2,""You Need Only Ask"",""Harry Potter"",""Ravenclaw Common Room. Got to start somewhere. Hermione nods, slips the Map in her beaded bag and she and Ron head off. Just before they turn the corner, Ron looks back, holds Harry's glance briefly... and then is""";
325;"Harry Potter and the Deathly Hallows Part 2,""You Need Only Ask"",""Luna Lovegood"",""Harry! Wait! I need to talk to""";
326;"Harry Potter and the Deathly Hallows Part 2,""You Need Only Ask"",""Harry Potter"",""I'm a bit preoccupied right now, Luna.""";
327;"Harry Potter and the Deathly Hallows Part 2,""You Need Only Ask"",""Harry Potter"",""We'll talk later, Luna.""";
328;"Harry Potter and the Deathly Hallows Part 2,""You Need Only Ask"",""Luna Lovegood"",""Harry --""";
329;"Harry Potter and the Deathly Hallows Part 2,""You Need Only Ask"",""Harry Potter"",""Later.""";
330;"Harry Potter and the Deathly Hallows Part 2,""You Need Only Ask"",""Luna Lovegood"",""Don't you remember what Cho said about Rowena Ravenclaw's diadem: 'There's not a person alive who's seen it.'""";
331;"Harry Potter and the Deathly Hallows Part 2,""You Need Only Ask"",""Luna Lovegood"",""It's obvious, isn't it? We have to talk to someone who's dead.""";
332;"Harry Potter and the Deathly Hallows Part 2,""You Need Only Ask"",""Luna Lovegood"",""He's very impressive, isn't he?""";
333;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Voldemort"",""They never learn. Such a pity.""";
334;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Voldemort"",""Begin.""";
335;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Pius Thicknesse"",""But, my Lord, shouldn't we wait --""";
336;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Fred Weasley"",""Nice night for it!""";
337;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Harry Potter"",""Okay, Luna. Who've you got in mind?""";
338;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Seamus Finnigan"",""That's it. I want a charge on each and every joist.""";
339;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Neville Longbottom"",""You do know what you're doing, don't you, Seamus?""";
340;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Neville Longbottom"",""Blimey.""";
341;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Neville Longbottom"",""Not good.""";
342;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Luna Lovegood"",""If you're to find her, you'll find her down there.""";
343;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Luna Lovegood"",""No. I think it best if you two talk alone. She's very shy.""";
344;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Kingsley Shacklebolt"",""Tell Professor McGonagall Remus and I will handle this side of the castle.""";
345;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Dean Thomas"",""Yes, sir.""";
346;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Kingsley Shacklebolt"",""Dean!""";
347;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Remus Lupin"",""It's the quality of one's conviction that determines success, not the number of one's followers.""";
348;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Kingsley Shacklebolt"",""Who said that?""";
349;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Remus Lupin"",""Me.""";
350;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Remus Lupin"",""Speaking of quality.""";
351;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Remus Lupin"",""You shouldn't have. It's Teddy who needs you.""";
352;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Nymphadora Tonks"",""He'll sleep 'til dawn and snore like his father. It's you who needs me tonight.""";
353;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Harry Potter"",""It's you...""";
354;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Neville Longbottom"",""Ha! dal""";
355;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Neville Longbottom"",""Yeah! You and whose army!""";
356;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Seamus Finnigan"",""Woah! Easy up there!""";
357;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Neville Longbottom"",""Sorry.""";
358;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Ron Weasley"",""Harry talks in his sleep. Haven't you noticed?""";
359;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Hermione Granger"",""No. Of course not.""";
360;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Ron Weasley"",""I've never got this far before.""";
361;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Hermione Granger"",""I'm scared.""";
362;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Ron Weasley"",""Me too. Hermione: I didn't expect it to be like this.""";
363;"Harry Potter and the Deathly Hallows Part 2,""Blow For Blow"",""Hermione Granger"",""Not this.""";
364;"Harry Potter and the Deathly Hallows Part 2,""Finding the Diadem"",""Harry Potter"",""You're the Grey Lady, the ghost of Ravenclaw Tower.""";
365;"Harry Potter and the Deathly Hallows Part 2,""Finding the Diadem"",""Helena Ravenclaw"",""I do not answer to that name.""";
366;"Harry Potter and the Deathly Hallows Part 2,""Finding the Diadem"",""Harry Potter"",""I'm sorry. It's Helena, isn't it? Helena Ravenclaw. Rowena's daughter. Luna told me.""";
367;"Harry Potter and the Deathly Hallows Part 2,""Finding the Diadem"",""Helena Ravenclaw"",""Are you a friend of Luna's?""";
368;"Harry Potter and the Deathly Hallows Part 2,""Finding the Diadem"",""Harry Potter"",""Yes. She thought you might be able to help me.""";
369;"Harry Potter and the Deathly Hallows Part 2,""Finding the Diadem"",""Helena Ravenclaw"",""You seek my mother's diadem.""";
370;"Harry Potter and the Deathly Hallows Part 2,""Finding the Diadem"",""Harry Potter"",""Yes! That's right --""";
371;"Harry Potter and the Deathly Hallows Part 2,""Finding the Diadem"",""Helena Ravenclaw"",""Luna is kind. Unlike so many of the others, but she was wrong. I cannot help you.""";
372;"Harry Potter and the Deathly Hallows Part 2,""Finding the Diadem"",""Harry Potter"",""Wait! Please!""";
373;"Harry Potter and the Deathly Hallows Part 2,""Finding the Diadem"",""Helena Ravenclaw"",""Many have sought my mother's diadem. Its powers are""";
374;"Harry Potter and the Deathly Hallows Part 2,""Finding the Diadem"",""Harry Potter"",""But I don't care about its powers! Honestly --""";
375;"Harry Potter and the Deathly Hallows Part 2,""Finding the Diadem"",""Harry Potter"",""I don't seek it for myself! You have to believe me!""";
376;"Harry Potter and the Deathly Hallows Part 2,""Finding the Diadem"",""Harry Potter"",""I want to destroy it.""";
377;"Harry Potter and the Deathly Hallows Part 2,""Finding the Diadem"",""Harry Potter"",""That's what you want, isn't it, Helena? You want it destroyed.""";
378;"Harry Potter and the Deathly Hallows Part 2,""Finding the Diadem"",""Helena Ravenclaw"",""But I only wanted to be more like her, clever and wise. She wore it so beautifully, but on me... I grew to hate it... the pain I felt... the pain I feel even now...""";
379;"Harry Potter and the Deathly Hallows Part 2,""Finding the Diadem"",""Harry Potter"",""I'll end your pain, Helena. Tell me where it is and I'll destroy it, I swear, on my mother's memory —-""";
380;"Harry Potter and the Deathly Hallows Part 2,""Finding the Diadem"",""Helena Ravenclaw"",""Another swore to destroy it, many years ago, a strange boy with a strange name...""";
381;"Harry Potter and the Deathly Hallows Part 2,""Finding the Diadem"",""Harry Potter"",""Tom Riddle --""";
382;"Harry Potter and the Deathly Hallows Part 2,""Finding the Diadem"",""Helena Ravenclaw"",""But he lied.""";
383;"Harry Potter and the Deathly Hallows Part 2,""Finding the Diadem"",""Harry Potter"",""He's lied to many people --""";
384;"Harry Potter and the Deathly Hallows Part 2,""Finding the Diadem"",""Helena Ravenclaw"",""I know what he's done! I know who he is! He defiled it! With Dark Magic!""";
385;"Harry Potter and the Deathly Hallows Part 2,""Finding the Diadem"",""Helena Ravenclaw"",""Strange... you remind me of him a bit...""";
386;"Harry Potter and the Deathly Hallows Part 2,""Finding the Diadem"",""Helena Ravenclaw"",""It's here. In the castle. In the""";
387;"Harry Potter and the Deathly Hallows Part 2,""Finding the Diadem"",""Helena Ravenclaw"",""If you have to ask, you'll never know. If you know, you need only ask...""";
388;"Harry Potter and the Deathly Hallows Part 2,""Finding the Diadem"",""Harry Potter"",""Thank you... -.. then turning...""";
389;"Harry Potter and the Deathly Hallows Part 2,""Finding the Diadem"",""Harry Potter"",""Thank you... -.. then running.""";
390;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Ron Weasley"",""You do it.""";
391;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Ron Weasley"",""Yes, you can.""";
392;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Neville Longbottom"",""Not good.""";
393;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Ginny Weasley"",""Ready!?""";
394;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Neville Longbottom"",""Are you bloody joking?!""";
395;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Seamus Finnigan"",""He's good...""";
396;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Seamus Finnigan"",""He's good...""";
397;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Ginny Weasley"",""What?""";
398;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Neville Longbottom"",""That was kind of exciting. Seamus grins and winks knowingly. Ginny shakes her head.""";
399;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Ginny Weasley"",""Mad. The both of you.""";
400;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Neville Longbottom"",""Not good.""";
401;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Argus Filch"",""Night-tee night.""";
402;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Pansy parkinson"",""You let us out of here, you filthy squib!""";
403;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Harry Potter"",""Ginny! Neville! You alright?""";
404;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Neville Longbottom"",""Never better! Feel like I could spit fire! Haven't seen Luna, have you?""";
405;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Harry Potter"",""Luna -- ?""";
406;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Neville Longbottom"",""I'm mad for her! Think it's about time I told her, seeing as there's a pretty good chance we'll both be dead by dawn!""";
407;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Ginny Weasley"",""I know.""";
408;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Ron Weasley"",""Bloody hell. We/'ll never find him on this.""";
409;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Hermione Granger"",""There he is.""";
410;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Ron Weasley"",""Brilliant.""";
411;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Hermione Granger"",""He vanished. Just now. I saw it. Ron glances at MAP -- then:""";
412;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Hermione Granger"",""That's right. I did.""";
413;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Ron Weasley"",""Let's go.""";
414;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Hermione Granger"",""Brilliant.""";
415;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Draco Malfoy"",""Take my hand.""";
416;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Draco Malfoy"",""Well, well, what brings you here, Potter? Harry looks slowly over his shoulder. Draco -- Blaise and Goyle at his side -- steps INTO VIEW, his face bisected by light. He holds a wand on Harry.""";
417;"Harry Potter and the Deathly Hallows Part 2,""Fiendfyre"",""Harry Potter"",""I could ask you the same.""";
