moviechrono_id;"movie,""chapter"",""character"",""dialog"""
32;"Harry Potter and the Prisoner of Azkaban,""Aunt Marge's Big Mistake"",""Vernon Dursley"",""Sorry!"""
33;"Harry Potter and the Prisoner of Azkaban,""Aunt Marge's Big Mistake"",""Petunia Dursley"",""Oh, Vernon!"""
34;"Harry Potter and the Prisoner of Azkaban,""Aunt Marge's Big Mistake"",""Vernon Dursley"",""Oh, God! Marge! Please! Marge! Come back! You bring her back! You bring her back now and you put her right!"""
35;"Harry Potter and the Prisoner of Azkaban,""Aunt Marge's Big Mistake"",""Harry Potter"",""No! She deserved what she got! Keep away from me."""
36;"Harry Potter and the Prisoner of Azkaban,""Aunt Marge's Big Mistake"",""Vernon Dursley"",""You're not allowed to do magic outside school."""
37;"Harry Potter and the Prisoner of Azkaban,""Aunt Marge's Big Mistake"",""Harry Potter"",""Yeah? Try me."""
38;"Harry Potter and the Prisoner of Azkaban,""Aunt Marge's Big Mistake"",""Vernon Dursley"",""They won't let you back now. You've nowhere to go."""
39;"Harry Potter and the Prisoner of Azkaban,""Aunt Marge's Big Mistake"",""Harry Potter"",""I don't care. Anywhere's better than here."""
40;"Harry Potter and the Prisoner of Azkaban,""The Knight Bus"",""Stanley Shunpike"",""Welcome to the Knight Bus... emergency transport for the stranded witch or wizard. My name is Stan Shunpike, and I will be your conductor for this evening. What you doing down there?"""
41;"Harry Potter and the Prisoner of Azkaban,""The Knight Bus"",""Harry Potter"",""I fell over."""
42;"Harry Potter and the Prisoner of Azkaban,""The Knight Bus"",""Stanley Shunpike"",""What you fall over for?"""
43;"Harry Potter and the Prisoner of Azkaban,""The Knight Bus"",""Harry Potter"",""I didn't do it on purpose."""
44;"Harry Potter and the Prisoner of Azkaban,""The Knight Bus"",""Stanley Shunpike"",""Well, come on, then. Let's not wait for the grass to grow. What you looking at?"""
45;"Harry Potter and the Prisoner of Azkaban,""The Knight Bus"",""Harry Potter"",""Nothing."""
46;"Harry Potter and the Prisoner of Azkaban,""The Knight Bus"",""Stanley Shunpike"",""Well, come on, then. In. No, no, no. I'll get this. You get in. Come on. Come on. Move on, move on, move on."""
47;"Harry Potter and the Prisoner of Azkaban,""The Knight Bus"",""Stanley Shunpike"",""Take her away, Ern."""
48;"Harry Potter and the Prisoner of Azkaban,""The Knight Bus"",""Shrunken head"",""Yeah, take it away, Ernie. It's going to be a bumpy ride."""
49;"Harry Potter and the Prisoner of Azkaban,""The Knight Bus"",""Stanley Shunpike"",""What did you say your name was again?"""
50;"Harry Potter and the Prisoner of Azkaban,""The Knight Bus"",""Harry Potter"",""I didn't."""
51;"Harry Potter and the Prisoner of Azkaban,""The Knight Bus"",""Stanley Shunpike"",""Whereabouts are you headed?"""
52;"Harry Potter and the Prisoner of Azkaban,""The Knight Bus"",""Harry Potter"",""The Leaky Cauldron. That's in London."""
53;"Harry Potter and the Prisoner of Azkaban,""The Knight Bus"",""Stanley Shunpike"",""You heard that Ern? The Leaky Cauldron. That's in London."""
54;"Harry Potter and the Prisoner of Azkaban,""The Knight Bus"",""Shrunken head"",""The Leaky Cauldron. If you have pea soup... make sure you eat it before it eats you."""
55;"Harry Potter and the Prisoner of Azkaban,""The Knight Bus"",""Harry Potter"",""But the Muggles. Can't they see us?"""
56;"Harry Potter and the Prisoner of Azkaban,""The Knight Bus"",""Stanley Shunpike"",""Muggles? They don't see nothing, do they?"""
57;"Harry Potter and the Prisoner of Azkaban,""The Knight Bus"",""Shrunken head"",""No, but if you jab them with a fork, they feel. Ernie, little old lady at 12 o'clock! Ten, nine, eight... seven, six, five... four, three, three and a half... two, one and three quarters. Yes!"""
58;"Harry Potter and the Prisoner of Azkaban,""The Knight Bus"",""Harry Potter"",""Who is that? That man."""
59;"Harry Potter and the Prisoner of Azkaban,""The Knight Bus"",""Stanley Shunpike"",""Who is that? Who is...? That is Sirius Black, that is. Don't tell me you've never been hearing of Sirius Black. He's a murderer. Got himself locked up in Azkaban for it."""
60;"Harry Potter and the Prisoner of Azkaban,""The Knight Bus"",""Harry Potter"",""How did he escape?"""
61;"Harry Potter and the Prisoner of Azkaban,""The Knight Bus"",""Stanley Shunpike"",""Well, that's the question, isn't it? He's the first one that done it. He was a big supporter of... You-Know-Who. I reckon you've heard of him."""
62;"Harry Potter and the Prisoner of Azkaban,""The Knight Bus"",""Harry Potter"",""Yeah. Him I've heard of."""
63;"Harry Potter and the Prisoner of Azkaban,""The Knight Bus"",""Shrunken head"",""Ernie, two double-deckers at 12 o'clock. They're getting closer, Ernie. Ernie, they're right on top of us! Mind your head. Hey, guys? Guys? Why the long faces? Yeah, yeah. Nearly there. Nearly there. The Leaky Cauldron. Next stop, Knockturn Alley."""
64;"Harry Potter and the Prisoner of Azkaban,""The Leaky Cauldron"",""Tom"",""Ah, Mr. Potter, at last."""
65;"Harry Potter and the Prisoner of Azkaban,""The Leaky Cauldron"",""Stanley Shunpike"",""Take it away, Ern."""
66;"Harry Potter and the Prisoner of Azkaban,""The Leaky Cauldron"",""Shrunken head"",""Yeah, take it away, Ernie!"""
67;"Harry Potter and the Prisoner of Azkaban,""The Leaky Cauldron"",""Tom"","": Room 11."""
68;"Harry Potter and the Prisoner of Azkaban,""The Leaky Cauldron"",""Harry Potter"",""Hedwig."""
69;"Harry Potter and the Prisoner of Azkaban,""The Leaky Cauldron"",""Cornelius Fudge"","": Right smart bird you got there, Mr. Potter. He arrived here just five minutes before yourself."""
70;"Harry Potter and the Prisoner of Azkaban,""The Leaky Cauldron"",""Cornelius Fudge"",""As Minister for Magic, it is my duty to inform you, Mr. Potter... that earlier this evening your uncle's sister was located... a little south of Sheffield, circling a chimney stack. The Accidental Magic Reversal Department was dispatched immediately. She has been properly punctured and her memory modified. She will have no recollection of the incident whatsoever. So that's that... and no harm done."""
71;"Harry Potter and the Prisoner of Azkaban,""The Leaky Cauldron"",""Tom"","": Pea soup?"""
72;"Harry Potter and the Prisoner of Azkaban,""The Leaky Cauldron"",""Harry Potter"",""No, thank you. Minister?"""
73;"Harry Potter and the Prisoner of Azkaban,""The Leaky Cauldron"",""Cornelius Fudge"",""Yes?"""
74;"Harry Potter and the Prisoner of Azkaban,""The Leaky Cauldron"",""Harry Potter"",""I don't understand."""
75;"Harry Potter and the Prisoner of Azkaban,""The Leaky Cauldron"",""Cornelius Fudge"",""Understand?"""
76;"Harry Potter and the Prisoner of Azkaban,""The Leaky Cauldron"",""Harry Potter"",""I broke the law. Underage wizards can't use magic at home."""
77;"Harry Potter and the Prisoner of Azkaban,""The Leaky Cauldron"",""Cornelius Fudge"",""Come now, Harry the Ministry doesn't send people to Azkaban... for blowing up their aunts. On the other hand, running away like that, given the state of things... was very, very irresponsible."""
78;"Harry Potter and the Prisoner of Azkaban,""The Leaky Cauldron"",""Harry Potter"",""The state of things, sir?"""
79;"Harry Potter and the Prisoner of Azkaban,""The Leaky Cauldron"",""Cornelius Fudge"",""We have a killer on the loose."""
80;"Harry Potter and the Prisoner of Azkaban,""The Leaky Cauldron"",""Harry Potter"",""Sirius Black, you mean? But what's he got to do with me?"""
81;"Harry Potter and the Prisoner of Azkaban,""The Leaky Cauldron"",""Cornelius Fudge"",""Nothing, of course. You're safe. And that's what matters. And tomorrow you'll be on your way back to Hogwarts. These are your new schoolbooks. I took the liberty... of having them brought here. Now Tom will show you to your room."""
82;"Harry Potter and the Prisoner of Azkaban,""The Leaky Cauldron"",""Harry Potter"",""Hedwig."""
83;"Harry Potter and the Prisoner of Azkaban,""The Leaky Cauldron"",""Cornelius Fudge"",""Oh, by the way, Harry. Whilst you're here, it would be best if you didn't... wander."""
84;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Maid"",""Housekeeping. I'll come back later."""
85;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Ron Weasley"",""I'm warning you, Hermione. Keep that bloody beast of yours away from Scabbers, or I'll turn it into a tea cozy."""
86;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Hermione Granger"",""It's a cat, Ronald. What do you expect? It's in his nature."""
87;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Ron Weasley"",""A cat? Is that what they told you? Looks more like a pig with hair."""
88;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Hermione Granger"",""That's rich... coming from the owner of that smelly old shoe brush. Crookshanks, just ignore the mean little boy."""
89;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Ron Weasley"",""Harry."""
90;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Hermione Granger"",""Harry."""
91;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Harry Potter"",""Egypt. What's it like?"""
92;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Ron Weasley"",""Brilliant. Loads of old stuff... like mummies, tombs, even Scabbers enjoyed himself."""
93;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Hermione Granger"",""You know the Egyptians used to worship cats?"""
94;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Ron Weasley"",""Along with the dung beetle."""
95;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Fred Weasley"",""Not flashing that clipping again are you Ron?"""
96;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""George Weasley"",""Not flashing that clipping again are you Ron?"""
97;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Ron Weasley"",""I haven't shown anyone."""
98;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Fred Weasley"",""': No, not a soul. Not unless you count Tom. The day maid. The night maid. The Cook. The bloke who fixed the toilet. And that wizard from Belgium."""
99;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""George Weasley"",""': No, not a soul. Not unless you count Tom. The day maid. The night maid. The Cook. The bloke who fixed the toilet. And that wizard from Belgium."""
100;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Molly Weasley"",""Harry."""
101;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Harry Potter"",""Mrs. Weasley."""
102;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Molly Weasley"",""Good to see you, dear."""
103;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Harry Potter"",""Good to see you."""
104;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Molly Weasley"",""You got everything you need?"""
105;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Harry Potter"",""Yes."""
106;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Molly Weasley"",""Yes? All of your books?"""
107;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Harry Potter"",""Yeah, it's all upstairs."""
108;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Molly Weasley"",""All of your clothes?"""
109;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Harry Potter"",""Everything's there."""
110;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Molly Weasley"",""Good boy."""
111;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Harry Potter"",""Thank you."""
112;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Arthur Weasley"",""Harry Potter."""
113;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Harry Potter"",""Mr. Weasley."""
114;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Arthur Weasley"",""Harry, wonder if I might have a word?"""
115;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Harry Potter"",""Yeah, sure."""
116;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Arthur Weasley"",""Hermione."""
117;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Hermione Granger"",""Good morning, Mr. Weasley."""
118;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Arthur Weasley"",""Looking forward to a new term?"""
119;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Harry Potter"",""Yeah. It should be great."""
120;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Arthur Weasley"",""Harry, some within the Ministry would strongly discourage me... from divulging what I'm about to reveal to you. But I think that you need to know the facts. You are in danger. Grave danger."""
121;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Harry Potter"",""Has this anything to do with Sirius Black, sir?"""
122;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Arthur Weasley"",""What do you know about Sirius Black, Harry?"""
123;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Harry Potter"",""Only that he's escaped from Azkaban."""
124;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Arthur Weasley"",""Do you know why? Thirteen years ago, when you stopped..."""
125;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Harry Potter"",""Voldemort."""
126;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Arthur Weasley"",""Don't say his name."""
127;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Harry Potter"",""Sorry."""
128;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Arthur Weasley"",""When you stopped You-Know-Who... Black lost everything. But to this day, he still remains a faithful servant. And in his mind... you are the only thing that stands in the way... of You-Know-Who returning to power. And that is why... he has escaped from Azkaban. To find you."""
129;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Harry Potter"",""And kill me."""
130;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Arthur Weasley"",""Harry, swear to me that whatever you might hear... you won't go looking for Black."""
131;"Harry Potter and the Prisoner of Azkaban,""In Grave Danger"",""Harry Potter"",""Mr. Weasley... why would I go looking for someone who wants to kill me?"""
132;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Molly Weasley"",""Quick. Quick. Ron, Ron! Oh, for goodness' sake! Don't lose him!"""
133;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Harry Potter"",""I didn't mean to blow her up. I just... I lost control."""
134;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Ron Weasley"",""Brilliant."""
135;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Hermione Granger"",""Honestly, Ron, it's not funny. Harry was lucky not to be expelled."""
136;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Harry Potter"",""I think I was lucky not to be arrested actually."""
137;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Ron Weasley"",""I still think it was brilliant."""
138;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Hermione Granger"",""Come on. Everywhere else is full."""
139;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Ron Weasley"",""Who do you think that is?"""
140;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Hermione Granger"",""Professor R.J. Lupin."""
141;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Ron Weasley"",""Do you know everything? How is it she knows everything?"""
142;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Hermione Granger"",""It's on his suitcase, Ronald."""
143;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Ron Weasley"",""Oh."""
144;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Harry Potter"",""Do you think he's really asleep?"""
145;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Hermione Granger"",""Seems to be. Why?"""
146;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Harry Potter"",""I gotta tell you something."""
147;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Ron Weasley"",""Let me get this straight. Sirius Black has escaped from Azkaban to come after you?"""
148;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Harry Potter"",""Yeah."""
149;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Hermione Granger"",""But they'll catch Black, won't they? I mean, everyone's looking for him."""
150;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Ron Weasley"",""Sure. Except no one's ever broken out of Azkaban before... and he's a murderous, raving lunatic."""
151;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Harry Potter"",""Thanks, Ron."""
152;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Hermione Granger"",""Why are we stopping? We can't be there yet."""
153;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Ron Weasley"",""What's going on?"""
154;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Harry Potter"",""I don't know. Maybe we've broken down."""
155;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Hermione Granger"",""Ouch, Ron. That was my foot."""
156;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Ron Weasley"",""There's something moving out there. I think... someone's coming aboard."""
157;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Ron Weasley"",""Bloody hell! What's happening?"""
158;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Hermione Granger"",""Harry. Harry, are you all right?"""
159;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Harry Potter"",""Thank you."""
160;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Remus Lupin"",""Here, eat this. It'll help. It's all right. It's chocolate."""
161;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Harry Potter"",""What was that thing that came?"""
162;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Remus Lupin"",""It was a dementor. One of the guards of Azkaban. It's gone now. It was searching the train for Sirius Black. If you'll excuse me, I need to have a little word with the driver. Eat. You'll feel better."""
163;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Harry Potter"",""What happened to me?"""
164;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Ron Weasley"",""Well, you sort of went rigid. We thought maybe you were having a fit or something."""
165;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Harry Potter"",""And did either of you two... you know... pass out?"""
166;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Ron Weasley"",""No. I felt weird, though. Like I'd never be cheerful again."""
167;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Harry Potter"",""But someone was screaming. A woman."""
168;"Harry Potter and the Prisoner of Azkaban,""The Dementor"",""Hermione Granger"",""No one was screaming, Harry."""
169;"Harry Potter and the Prisoner of Azkaban,""Welcome and Warning"",""Albus Dumbledore"",""Welcome! Welcome to another year at Hogwarts! Now, I'd like to say a few words... before we all become too befuddled by our excellent feast. First, I'm pleased to welcome Professor R.J. Lupin... who's kindly consented to fill the post... of Defense Against the Dark Arts teacher. Good luck, Professor."""
170;"Harry Potter and the Prisoner of Azkaban,""Welcome and Warning"",""Hermione Granger"",""Of course. That's why he knew to give you the chocolate, Harry."""
171;"Harry Potter and the Prisoner of Azkaban,""Welcome and Warning"",""Draco Malfoy"",""Potter. Is it true you fainted? I mean, you actually fainted?"""
172;"Harry Potter and the Prisoner of Azkaban,""Welcome and Warning"",""Ron Weasley"",""Shove off, Malfoy."""
173;"Harry Potter and the Prisoner of Azkaban,""Welcome and Warning"",""Harry Potter"",""How did he find out?"""
174;"Harry Potter and the Prisoner of Azkaban,""Welcome and Warning"",""Hermione Granger"",""Just forget it."""
175;"Harry Potter and the Prisoner of Azkaban,""Welcome and Warning"",""Albus Dumbledore"",""Our Care of Magical Creatures teacher... has decided to retire... in order to spend more time with his remaining limbs. Fortunately, I'm delighted to announce... that his place will be taken by none other... than our own Rubeus Hagrid. Finally, on a more disquieting note... at the request of the Ministry of Magic... Hogwarts will, until further notice, play host to the dementors of Azkaban... until such a time as Sirius Black is captured. The dementors will be stationed at every entrance to the grounds. Now whilst I've been assured... that their presence will not disrupt our day-to-day activities... a word of caution. Dementors are vicious creatures. They'll not distinguish... between the one they hunt and the one who gets in their way. Therefore, I must warn each and every one of you... to give them no reason to harm you. It is not in the nature of a dementor to be forgiving. But you know, happiness can be found... even in the darkest of times... if one only remembers to turn on the light."""
176;"Harry Potter and the Prisoner of Azkaban,""Welcome and Warning"",""Seamus Finnigan"",""Fortuna Major. Here, listen. She just won't let me in. Fortuna Major."""
177;"Harry Potter and the Prisoner of Azkaban,""Welcome and Warning"",""The Fat Lady"",""No, no, no. Wait, wait. Watch this. Oh, amazing! Just with my voice."""
178;"Harry Potter and the Prisoner of Azkaban,""Welcome and Warning"",""Harry Potter"",""Fortuna Major."""
179;"Harry Potter and the Prisoner of Azkaban,""Welcome and Warning"",""The Fat Lady"",""Yes, all right. Go in."""
180;"Harry Potter and the Prisoner of Azkaban,""Welcome and Warning"",""Harry Potter"",""Thank you."""
181;"Harry Potter and the Prisoner of Azkaban,""Welcome and Warning"",""Harry Potter"",""She's still doing that after three years. She can't even sing. Exactly. Hey, man. Hey, man. Oh, God. That's awful."""
182;"Harry Potter and the Prisoner of Azkaban,""Welcome and Warning"",""Seamus Finnigan"",""She's still doing that after three years. She can't even sing. Exactly. Hey, man. Hey, man. Oh, God. That's awful."""
183;"Harry Potter and the Prisoner of Azkaban,""Welcome and Warning"",""Ron Weasley"","". Green. That's a monkey. What is that? You call that a monkey? Do not give him one again. Hey, Neville, try an elephant."""
184;"Harry Potter and the Prisoner of Azkaban,""Welcome and Warning"",""Seamus Finnigan"",""Ron, catch."""
185;"Harry Potter and the Prisoner of Azkaban,""Welcome and Warning"",""Ron Weasley"",""I will."""
186;"Harry Potter and the Prisoner of Azkaban,""Welcome and Warning"",""Seamus Finnigan"",""I think we have a winner."""
187;"Harry Potter and the Prisoner of Azkaban,""Welcome and Warning"",""Ron Weasley"",""Oh, don't try one of them. Oh, no. Look at him. His face."""
188;"Harry Potter and the Prisoner of Azkaban,""Tea Leaves"",""Sybill Trelawney"",""Welcome, my children. In this room, you shall explore the noble art of Divination. In this room, you shall discover if you possess the Sight. Hello. I am Professor Trelawney. Together we shall cast ourselves into the future. This term, we'll focus on Tasseomancy, the art of reading tea leaves. So please, take the cup of the person sitting opposite you. What do you see? The truth lies buried like a sentence deep within a book, waiting to be read. But first, you must broaden your minds. First, you must look beyond."""
189;"Harry Potter and the Prisoner of Azkaban,""Tea Leaves"",""Hermione Granger"",""What a load of rubbish."""
190;"Harry Potter and the Prisoner of Azkaban,""Tea Leaves"",""Ron Weasley"",""Where did you come from?"""
191;"Harry Potter and the Prisoner of Azkaban,""Tea Leaves"",""Hermione Granger"",""Me? I've been here all this time."""
192;"Harry Potter and the Prisoner of Azkaban,""Tea Leaves"",""Sybill Trelawney"",""You, boy... Is your grandmother quite well?"""
193;"Harry Potter and the Prisoner of Azkaban,""Tea Leaves"",""Neville Longbottom"",""I think so."""
194;"Harry Potter and the Prisoner of Azkaban,""Tea Leaves"",""Sybill Trelawney"",""I wouldn't be so sure of that. Give me the cup. Pity. Broaden your minds. Your aura is pulsing, dear. Are you in the beyond? I think you are."""
195;"Harry Potter and the Prisoner of Azkaban,""Tea Leaves"",""Ron Weasley"",""Sure."""
