moviechrono_id;"movie,""chapter"",""character"",""dialog""";;;
219;"Harry Potter and the Order of the Phoenix,""The Hearing"",""Cornelius Fudge"",""Oh, come now, Susan. He's clearly lying.""";;;
220;"Harry Potter and the Order of the Phoenix,""The Hearing"",""Cornelius Fudge"",""We haven't got time to-""";;;
221;"Harry Potter and the Order of the Phoenix,""The Hearing"",""Cornelius Fudge"",""Very well. Weasley, fetch the witness.""";;;
222;"Harry Potter and the Order of the Phoenix,""The Hearing"",""Cornelius Fudge"",""Full name?""";;;
223;"Harry Potter and the Order of the Phoenix,""The Hearing"",""Arabella Figg"",""Arabella Doreen Figg, resident of Little Whinging.""";;;
224;"Harry Potter and the Order of the Phoenix,""The Hearing"",""Cornelius Fudge"",""So...what is your story?""";;;
225;"Harry Potter and the Order of the Phoenix,""The Hearing"",""Arabella Figg"",""I was sitting on my porch when I saw the two Dementors gliding towards the two boys.""";;;
226;"Harry Potter and the Order of the Phoenix,""The Hearing"",""Susan Bones"",""What did the Dementors look like?""";;;
227;"Harry Potter and the Order of the Phoenix,""The Hearing"",""Arabella Figg"",""Well, they were big and wore great, tattered cloaks.""";;;
228;"Harry Potter and the Order of the Phoenix,""The Hearing"",""Susan Bones"",""Anything else?""";;;
229;"Harry Potter and the Order of the Phoenix,""The Hearing"",""Arabella Figg"",""I-I felt them. It was horrible...like I would never be happy again.""";;;
230;"Harry Potter and the Order of the Phoenix,""The Hearing"",""Cornelius Fudge"",""Very well, you may go.""";;;
231;"Harry Potter and the Order of the Phoenix,""The Hearing"",""Cornelius Fudge"",""Not very convincing.""";;;
232;"Harry Potter and the Order of the Phoenix,""The Hearing"",""Susan Bones"",""Oh, I disagree. She described their effects very completely.""";;;
233;"Harry Potter and the Order of the Phoenix,""The Hearing"",""Cornelius Fudge"",""So two Dementors just happen to be in Little Whinging? I think not...""";;;
234;"Harry Potter and the Order of the Phoenix,""The Hearing"",""Albus Dumbledore"",""Only if the Dementors are still taking their orders from only the Ministry these days. I believe you know my views on this, Cornelius.""";;;
235;"Harry Potter and the Order of the Phoenix,""The Hearing"",""Cornelius Fudge"",""Yes, and they're nothing but bilge, Dumbledore.""";;;
236;"Harry Potter and the Order of the Phoenix,""The Hearing"",""Dolores Umbridge"",""Excuse me, Dumbledore, but did you just accused the Ministry of Magic of ordering an attack on this boy?""";;;
237;"Harry Potter and the Order of the Phoenix,""The Hearing"",""Cornelius Fudge"",""Dementors are irrelevant!""";;;
238;"Harry Potter and the Order of the Phoenix,""The Hearing"",""Cornelius Fudge"",""Well, yes, if he's telling the truth!""";;;
239;"Harry Potter and the Order of the Phoenix,""The Hearing"",""Cornelius Fudge"",""Very well, all for clearing the accused of charges?""";;;
240;"Harry Potter and the Order of the Phoenix,""The Hearing"",""Cornelius Fudge"",""All opposed?""";;;
241;"Harry Potter and the Order of the Phoenix,""The Hearing"",""Albus Dumbledore"",""Excellent.""";;;
242;"Harry Potter and the Order of the Phoenix,""The Originals"",""Arthur Weasley"",""Harry, you've been let off! That's wonderful!""";;;
243;"Harry Potter and the Order of the Phoenix,""The Originals"",""Arthur Weasley"",""You were tried by the full court?""";;;
244;"Harry Potter and the Order of the Phoenix,""The Originals"",""Harry Potter"",""I think so, yeah.""";;;
245;"Harry Potter and the Order of the Phoenix,""The Originals"",""Harry Potter"",""Er...is Percy mad at you?""";;;
246;"Harry Potter and the Order of the Phoenix,""The Originals"",""Arthur Weasley"",""Ah...yes...I'm afraid we had a bit of a row. He, well, he sided with Fudge and the rest of us sided with Dumbledore, so Percy left.""";;;
247;"Harry Potter and the Order of the Phoenix,""The Originals"",""Lucius Malfoy"",""Well, well, if it isn't Patronus Potter.""";;;
248;"Harry Potter and the Order of the Phoenix,""The Originals"",""Harry Potter"",""What are you doing here?""";;;
249;"Harry Potter and the Order of the Phoenix,""The Originals"",""Lucius Malfoy"",""Come now, Potter, I really don't think that private matters between the Minister and myself are any concern of yours.""";;;
250;"Harry Potter and the Order of the Phoenix,""The Originals"",""Lucius Malfoy"",""Shall we continue this in your""";;;
251;"Harry Potter and the Order of the Phoenix,""The Originals"",""Cornelius Fudge"",""Certainly.""";;;
252;"Harry Potter and the Order of the Phoenix,""The Originals"",""Harry Potter"",""If he wanted to talk to the Minister, why down here?""";;;
253;"Harry Potter and the Order of the Phoenix,""The Originals"",""Arthur Weasley"",""Dunno, Harry. Some things are just beyond comprehension.""";;;
254;"Harry Potter and the Order of the Phoenix,""The Originals"",""Arthur Weasley"",""Settle down, you three!""";;;
255;"Harry Potter and the Order of the Phoenix,""The Originals"",""Arthur Weasley"",""Sirius, we saw Fudge talking with Lucius Malfoy on Level Nine again. Tell Dumbledore, next time he comes in, would you?""";;;
256;"Harry Potter and the Order of the Phoenix,""The Originals"",""Sirius Black"",""Yeah, absolutely.""";;;
257;"Harry Potter and the Order of the Phoenix,""The Originals"",""Arthur Weasley"",""Well, I'd better be off. I've got a bewitched vomiting toilet to deal with.""";;;
258;"Harry Potter and the Order of the Phoenix,""The Originals"",""Fred Weasley"",""George, remember that concept. Vomiting Toilet.""";;;
259;"Harry Potter and the Order of the Phoenix,""The Originals"",""George Weasley"",""Right you are, Fred.""";;;
260;"Harry Potter and the Order of the Phoenix,""The Originals"",""Arthur Weasley"",""Also, I'm covering for Tonks on guard duty later tonight, so I won't be back until late.""";;;
261;"Harry Potter and the Order of the Phoenix,""The Originals"",""Sirius Black"",""Harry!""";;;
262;"Harry Potter and the Order of the Phoenix,""The Originals"",""Sirius Black"",""You all right, Harry?""";;;
263;"Harry Potter and the Order of the Phoenix,""The Originals"",""Harry Potter"",""Yeah...just...my scar...the pain is getting stronger.""";;;
264;"Harry Potter and the Order of the Phoenix,""The Originals"",""Sirius Black"",""Harry, I've got something that might interest you.""";;;
265;"Harry Potter and the Order of the Phoenix,""The Originals"",""Sirius Black"",""This was the original Order of the Phoenix. Found it while we were cleaning.""";;;
266;"Harry Potter and the Order of the Phoenix,""The Originals"",""Sirius Black"",""There's Mad-eye and Dumbledore, right next to Dedalus Diggle"; Marlene McKinnon, she was killed two weeks after this was taken...;"
Harry Potter and the Order of the Phoenix"",""The Originals"",""Sirius Black"",""then there's Frank and Alice Longbottom, tortured into insanity by Death Eaters";" Lupin, of course.."""
267;"Harry Potter and the Order of the Phoenix,""The Originals"",""Harry Potter"",""My parents.""";;;
268;"Harry Potter and the Order of the Phoenix,""The Originals"",""Harry Potter"",""I miss them, Sirius...""";;;
269;"Harry Potter and the Order of the Phoenix,""The Originals"",""Sirius Black"",""I know, Harry, I know. I miss them too.""";;;
270;"Harry Potter and the Order of the Phoenix,""The Originals"",""Sirius Black"",""It's not fair that I got to spend so much time with them and you didn't...""";;;
271;"Harry Potter and the Order of the Phoenix,""The Originals"",""Harry Potter"",""Why'd they have to die, Sirius, why?""";;;
272;"Harry Potter and the Order of the Phoenix,""The Originals"",""Sirius Black"",""I know I'm not your father, Harry, but I'll always be there for you, if I can help it...""";;;
273;"Harry Potter and the Order of the Phoenix,""The Originals"",""Harry Potter"",""Thanks.""";;;
274;"Harry Potter and the Order of the Phoenix,""The Originals"",""Sirius Black"",""Kreacher, get out of here! Now!""";;;
275;"Harry Potter and the Order of the Phoenix,""The Originals"",""Kreacher"",""Oh, how the old Mistress would weep to see the traitor in her house...""";;;
276;"Harry Potter and the Order of the Phoenix,""The Originals"",""Harry Potter"",""Who..who was that?""";;;
277;"Harry Potter and the Order of the Phoenix,""The Originals"",""Sirius Black"",""Kreacher. He's been alone with the house for years, he's gone a bit funny.""";;;
278;"Harry Potter and the Order of the Phoenix,""Luna Lovegood"",""Hermione Granger"",""Harry, Ron and I, we've been named House Prefects! She hands Harry a letter.""";;;
279;"Harry Potter and the Order of the Phoenix,""Luna Lovegood"",""Hermione Granger"",""What about you, Harry?""";;;
280;"Harry Potter and the Order of the Phoenix,""Luna Lovegood"",""Hermione Granger"",""Are you sure? I would have thought you would get one!""";;;
281;"Harry Potter and the Order of the Phoenix,""Luna Lovegood"",""Harry Potter"",""I'm sure. Nothing.""";;;
282;"Harry Potter and the Order of the Phoenix,""Luna Lovegood"",""Harry Potter"",""So...congratulations Ron, Hermione...""";;;
283;"Harry Potter and the Order of the Phoenix,""Luna Lovegood"",""Ron Weasley"",""Come on, lets go back downstairs!""";;;
284;"Harry Potter and the Order of the Phoenix,""Luna Lovegood"",""Harry Potter"",""Yes, do go enjoy yourselves.""";;;
285;"Harry Potter and the Order of the Phoenix,""Luna Lovegood"",""Harry Potter"",""What is that?""";;;
286;"Harry Potter and the Order of the Phoenix,""Luna Lovegood"",""Harry Potter"",""Yes it is, it's right there!""";;;
287;"Harry Potter and the Order of the Phoenix,""Luna Lovegood"",""Luna Lovegood"",""I see them too, Harry.""";;;
288;"Harry Potter and the Order of the Phoenix,""Luna Lovegood"",""Harry Potter"",""Er...you are?""";;;
289;"Harry Potter and the Order of the Phoenix,""Luna Lovegood"",""Luna Lovegood"",""Luna. Luna Lovegood.""";;;
290;"Harry Potter and the Order of the Phoenix,""Luna Lovegood"",""Harry Potter"",""Well, thanks Luna.""";;;
291;"Harry Potter and the Order of the Phoenix,""Luna Lovegood"",""Harry Potter"",""Hagrid's cabin looks deserted.""";;;
292;"Harry Potter and the Order of the Phoenix,""Luna Lovegood"",""Hermione Granger"",""I hope he's all right...""";;;
293;"Harry Potter and the Order of the Phoenix,""Luna Lovegood"",""Ron Weasley"",""What if he were still on his...""";;;
294;"Harry Potter and the Order of the Phoenix,""Luna Lovegood"",""Ron Weasley"",""What if he's still on his mission from Dumbledore?""";;;
295;"Harry Potter and the Order of the Phoenix,""Luna Lovegood"",""Harry Potter"",""Yeah, could be.""";;;
296;"Harry Potter and the Order of the Phoenix,""Preserve, Perfect and Prune"",""Albus Dumbledore"",""I beg a few moments of your attention, as I have a few start of term announcements. Right off, our caretaker, the good Mr. Filch, has reminded me for what he says is the four-hundred and sixty-second time that he had an annually updated list of various banned items, usually introduced by our humour experts Fred and George Weasley...""";;;
297;"Harry Potter and the Order of the Phoenix,""Preserve, Perfect and Prune"",""Albus Dumbledore"",""... which are posted in an extensive list on the door to Mr. Filch's door.""";;;
298;"Harry Potter and the Order of the Phoenix,""Preserve, Perfect and Prune"",""Albus Dumbledore"",""Also, we have two staffing changes this year. Professor Grubby-Plank will be taking the post of Care of Magical Creatures post as Professor Hagrid is on...extended leave.""";;;
299;"Harry Potter and the Order of the Phoenix,""Preserve, Perfect and Prune"",""Albus Dumbledore"",""Additionally, we have Professor Umbridge, who has kindly agreed to fill the post of Defense Against the Dark Arts-—""";;;
300;"Harry Potter and the Order of the Phoenix,""Preserve, Perfect and Prune"",""Dolores Umbridge"",""Hem, hem, Headmaster, if I could address the school?""";;;
301;"Harry Potter and the Order of the Phoenix,""Preserve, Perfect and Prune"",""Dolores Umbridge"",""Thank you, Headmaster. Now, how are we all doing tonight? I thought I would just say a few words. I am here at the Ministry of Magic's bequest, under Educational Decree twenty-two, which states that if the Headmaster of Hogwarts is unable to fill any teaching post the Ministry shall select one for the position.""";;;
302;"Harry Potter and the Order of the Phoenix,""Preserve, Perfect and Prune"",""Dean Thomas"",""So why didn't your mum want you to come back to Hogwarts, Seamus?""";;;
303;"Harry Potter and the Order of the Phoenix,""Preserve, Perfect and Prune"",""Harry Potter"",""What?""";;;
304;"Harry Potter and the Order of the Phoenix,""Preserve, Perfect and Prune"",""Seamus Finnigan"",""Me mam didn't want me to come back to Hogwarts...""";;;
305;"Harry Potter and the Order of the Phoenix,""Preserve, Perfect and Prune"",""Harry Potter"",""Why?""";;;
306;"Harry Potter and the Order of the Phoenix,""Preserve, Perfect and Prune"",""Seamus Finnigan"",""Well...because of you...""";;;
307;"Harry Potter and the Order of the Phoenix,""Preserve, Perfect and Prune"",""Harry Potter"",""What did I do?""";;;
308;"Harry Potter and the Order of the Phoenix,""Preserve, Perfect and Prune"",""Seamus Finnigan"",""She...well, she figure's you're, well...you're lying about You-Know- Who and Dumbledore's a right nutter...""";;;
309;"Harry Potter and the Order of the Phoenix,""Preserve, Perfect and Prune"",""Harry Potter"",""Where'd she get that from?""";;;
310;"Harry Potter and the Order of the Phoenix,""Preserve, Perfect and Prune"",""Harry Potter"",""No one believes me, Hedwig. No one...""";;;
311;"Harry Potter and the Order of the Phoenix,""Preserve, Perfect and Prune"",""Harry Potter"",""I'm alone...""";;;
312;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Harry Potter"",""Sorry, Professor...""";;;
313;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Dolores Umbridge"",""Hmm, let's see, five points from Gryffindor for coming in late.""";;;
314;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Dolores Umbridge"",""Now, as I was saying before Mr. Potter interrupted with his antics, your Defense Against the Dark Arts education has been rather fragmented and disjointed in your past classes, hasn't it?""";;;
315;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Dolores Umbridge"",""I will be following a pre-approved Ministry-prepared, theory-centered Defense lesson plan.""";;;
316;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Dolores Umbridge"",""Copy this down.""";;;
317;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Dolores Umbridge"",""Yes?""";;;
318;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Hermione Granger"",""I wanted to know something about your course aims.""";;;
319;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Dolores Umbridge"",""Well, they should be perfectly self- evident.""";;;
320;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Hermione Granger"",""But surely the whole point of Defense against the dark arts is practical application?""";;;
321;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Dolores Umbridge"",""Miss Granger, this class has been approved by Ministry experts. Are you a Ministry Expert?""";;;
322;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Hermione Granger"",""No, but-""";;;
323;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Dolores Umbridge"",""Then you have no business challenging those who are. We will be learning about spells in a safe, risk-free environment-""";;;
324;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Hermione Granger"",""But we've got O.W.L.s coming up! You expect us to do the spells with no practice?""";;;
325;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Harry Potter"",""What good's theory in the real world?""";;;
326;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Harry Potter"",""What about Lord Voldemort?""";;;
327;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Dolores Umbridge"",""Ten points from Gryffindor, Mr. Potter. Let me set the record straight.""";;;
328;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Dolores Umbridge"",""Some of you have been told that a certain dead wizard has returned. This is a lie.""";;;
329;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Harry Potter"",""It-is-NOT-a-LIE!""";;;
330;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Dolores Umbridge"",""Mr. Potter, you have just landed yourself in detention!""";;;
331;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Harry Potter"",""So, according to you, Cedric Diggory dropped dead? Or are you calling me a murderer?""";;;
332;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Dolores Umbridge"",""The boy's death was a tragic accident.""";;;
333;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Harry Potter"",""It was MURDER! I saw it happen!""";;;
334;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Dolores Umbridge"",""Mr Potter, you have earned yourself a week's worth of detentions!""";;;
335;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Harry Potter"",""Yeah, talk to somebody who cares.""";;;
336;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Dolores Umbridge"",""That goes to Professor McGonagall, dear.""";;;
337;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Harry Potter"",""Yeah. But she called me a liar!""";;;
338;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Harry Potter"",""Yes, Professor.""";;;
339;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Minerva McGonagall"",""Good. Off you go.""";;;
340;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Hermione Granger"",""How can Dumbledore let that horrible woman teach? And when we're taking our OWL tests too!""";;;
341;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Ron Weasley"",""You reckon she's here to spy on us?""";;;
342;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Hermione Granger"",""Well, not us specifically, but definitely Dumbledore and the Order.""";;;
343;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Harry Potter"",""Oh! Sorry...""";;;
344;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Angelina Johnson"",""Yeah, well, you're going to have to get out of it somehow. We're holding tryouts for Keeper now Wood's gone, and I wanted to have the whole team there.""";;;
345;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Harry Potter"",""I'll never get out of it, Angelina.""";;;
346;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Angelina Johnson"",""Well, just...don't do it again!""";;;
347;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Ron Weasley"",""Well, Harry, shall we start on Snape's report?""";;;
348;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Harry Potter"",""Later, I've got detention.""";;;
349;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Hermione Granger"",""Good luck, Harry.""";;;
350;"Harry Potter and the Order of the Phoenix,""Professor Umbridge's Class"",""Harry Potter"",""Thanks.""";;;
351;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Dolores Umbridge"",""Ah, Potter. Sit down.""";;;
352;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Dolores Umbridge"",""You're going to be doing lines, tonight, Mr. Potter, and you'll be using this quill.""";;;
353;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Dolores Umbridge"",""You will write """"I will not tell lies"""" until I tell you to stop. Understand?""";;;
354;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Harry Potter"",""There's no ink.""";;;
355;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Dolores Umbridge"",""Oh...you won't need ink.""";;;
356;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Dolores Umbridge"",""Problem, Potter?""";;;
357;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Dolores Umbridge"",""That's enough for this evening. Same time, tomorrow, and we'll see if we can get the message to sink in a bit deeper.""";;;
358;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Hermione Granger"",""Hey, Harry.""";;;
359;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Hermione Granger"",""Have you seen Ron? I can't find him anywhere.""";;;
360;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Harry Potter"",""No, I haven't.""";;;
361;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Hermione Granger"",""He's been acting fishy all week. He's up to something.""";;;
362;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Dolores Umbridge"",""That's enough for tonight, Potter. Let's see that hand.""";;;
363;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Ron Weasley"",""Harry! I tried out for Quidditch Keeper at the tryouts! I'm on the team!""";;;
364;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Ron Weasley"",""Harry--bloody hell!""";;;
365;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Hermione Granger"",""He's got to be taken to the hospital wing.""";;;
366;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Ron Weasley"",""You said she was making you do lines!""";;;
367;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Harry Potter"",""She is. But the quill has some sort of spell on it. It uses blood for ink.""";;;
368;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Hermione Granger"",""That old hag! She's sick!""";;;
369;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Harry Potter"",""No, I'm telling anyone.""";;;
370;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Hermione Granger"",""Harry, I really think you should tell--""";;;
371;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Harry Potter"",""No!""";;;
372;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Harry Potter"",""I don't need his help. I don't need anyone's help.""";;;
373;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Hermione Granger"",""Hagrid's still not back yet. I hope he's all right.""";;;
374;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Harry Potter"",""I've asked Sirius about it.""";;;
375;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Hermione Granger"",""Harry, you can't write to him! Owls are being intercepted, it isn't safe.""";;;
376;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Harry Potter"",""Don't worry, Hermione, I wrote it in code. Anyway, I figured I need to tell someone about Umbridge. My scar hurt again last night in detention.""";;;
377;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Ron Weasley"",""Always knew she was a bit fishy.""";;;
378;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Hermione Granger"",""You think she's working for You- Know-Who?""";;;
379;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Harry Potter"",""Well, it's a possibility, isn't it?""";;;
380;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Hermione Granger"",""I suppose so. He could have her under the Imperious Curse, though it's unlikely. Dumbledore'd know.""";;;
381;"Harry Potter and the Order of the Phoenix,""Detention With Dolores"",""Harry Potter"",""Yeah, but Dumbledore didn't have a choice, did he? She'd been sent here by the Ministry.""";;;
382;"Harry Potter and the Order of the Phoenix,""The Hogwarts High Inquisitor"",""Sybill Trelawney"",""Greetings my children. I sense even now that many of you have already made the transition into the beyond!""";;;
383;"Harry Potter and the Order of the Phoenix,""The Hogwarts High Inquisitor"",""Sybill Trelawney"",""Today we will be continuing our interpretation of prophetic dreams. Please divide into your groups and discuss your recent night time visions using the text as a guide.""";;;
384;"Harry Potter and the Order of the Phoenix,""The Hogwarts High Inquisitor"",""Dolores Umbridge"",""And how long have you been at this post?""";;;
385;"Harry Potter and the Order of the Phoenix,""The Hogwarts High Inquisitor"",""Dolores Umbridge"",""I understand you are the descendent of the famous Seer Cassandra Trelawney?""";;;
386;"Harry Potter and the Order of the Phoenix,""The Hogwarts High Inquisitor"",""Sybill Trelawney"",""I am.""";;;
387;"Harry Potter and the Order of the Phoenix,""The Hogwarts High Inquisitor"",""Dolores Umbridge"",""And you are the first since Cassandra to have the Second Sight?""";;;
388;"Harry Potter and the Order of the Phoenix,""The Hogwarts High Inquisitor"",""Sybill Trelawney"",""These things tend to skip...several...generations.""";;;
389;"Harry Potter and the Order of the Phoenix,""The Hogwarts High Inquisitor"",""Dolores Umbridge"",""Of course.""";;;
390;"Harry Potter and the Order of the Phoenix,""The Hogwarts High Inquisitor"",""Dolores Umbridge"",""Now, if you would kindly make a prediction for me?""";;;
391;"Harry Potter and the Order of the Phoenix,""The Hogwarts High Inquisitor"",""Dolores Umbridge"",""The Inner Eye does not See upon command!""";;;
392;"Harry Potter and the Order of the Phoenix,""The Hogwarts High Inquisitor"",""Sybill Trelawney"",""My dear boy, your dream diary, if you please!""";;;
393;"Harry Potter and the Order of the Phoenix,""The Hogwarts High Inquisitor"",""Sybill Trelawney"",""My dear boy! My poor boy! These dreams are evil portends!""";;;
394;"Harry Potter and the Order of the Phoenix,""The Hogwarts High Inquisitor"",""Sybill Trelawney"",""Yes, yes, oatmeal! Are you telling me you cannot see the signs? The foretelling of suffering and death?""";;;
395;"Harry Potter and the Order of the Phoenix,""The Hogwarts High Inquisitor"",""Harry Potter"",""Er...""";;;
396;"Harry Potter and the Order of the Phoenix,""The Hogwarts High Inquisitor"",""Sybill Trelawney"",""Perhaps you are not as in the beyond as the others.""";;;
397;"Harry Potter and the Order of the Phoenix,""The Hogwarts High Inquisitor"",""Dolores Umbridge"",""Well, if that's the best you can do, Professor, I will be going.""";;;
398;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Harry Potter"",""Where are we going, Hermione?""";;;
399;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Hermione Granger"",""There we are.""";;;
400;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Ron Weasley"",""""""The Hog's Head,"""" Hermione?""";;;
401;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Hermione Granger"",""Come on, I'll explain in a minute.""";;;
402;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Harry Potter"",""Hermione, what's going on?""";;;
403;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Hermione Granger"",""These are some people I mentioned my Defense Against the Dark Arts idea with.""";;;
404;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Harry Potter"",""You mean about us teaching ourselves?""";;;
405;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Neville Longbottom"",""Hey, Harry.""";;;
406;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Harry Potter"",""Hey, Neville.""";;;
407;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Harry Potter"",""Uh...same to you, Luna.""";;;
408;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Fred Weasley"",""Hear, hear!""";;;
409;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Hermione Granger"",""Obviously, this will help us pass our O.W.L.s, but more importantly, it gives us the ability to protect ourselves from...Lord Voldemort. Several people jump or wince in fear at the name.""";;;
410;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Harry Potter"",""That's the first time you've said his name.""";;;
411;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Zacharias Smith"",""How do we know You-Know-Who's really back?""";;;
412;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""George Weasley"",""Dumbledore believes he is.""";;;
413;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Justin Finch-Fletchley"",""You mean Dumbledore believes him.""";;;
414;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Hermione Granger"",""That's true, but I think we're drifting from the purpose--""";;;
415;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Harry Potter"",""It's okay, Hermione.""";;;
416;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Harry Potter"",""I believe Voldemort's back because I fought him last year. Dumbledore's already told the school that. If you didn't believe him you won't believe anyone.""";;;
417;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Hermione Granger"",""Well...anyway...uh, I think that in order to learn properly we'll need a teacher.""";;;
418;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Neville Longbottom"",""But we're all students. None of us has the experience to--""";;;
419;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Ginny Weasley"",""Someone here does. Everyone looks at her. She is staring directly at Harry.""";;;
420;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Harry Potter"",""Me?""";;;
421;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Michael Corner"",""I for one would like to know why Potter's qualified and the rest of us aren't.""";;;
422;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Susan Bones"",""One of the portraits said you'd killed a Basilisk in the Chamber of Secrets with that sword in Dumbledore's office.""";;;
423;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Harry Potter"",""Uh...well, yeah, I did.""";;;
