moviechrono_id;"movie,""chapter"",""character"",""dialog""";;;
424;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Lee Jordan"",""Blimey, Harry...""";;;
425;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Lavander Brown"",""Wow...""";;;
426;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Fred Weasley"",""Can't forget that he saved the Sorcerer's Stone from You-Know-Who in his first year.""";;;
427;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Cho Chang"",""And last year he got through the Triwizard Tournament!""";;;
428;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Ron Weasley"",""Not to mention you dueled with You- Know-Who all alone and he still couldn't kill you!""";;;
429;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Ginny Weasley"",""And you fought off those dementors that attacked you this summer.""";;;
430;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Hermione Granger"",""So all in favor of taking lessons from Harry?""";;;
431;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Hermione Granger"",""Where are we going to meet?""";;;
432;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Neville Longbottom"",""What about an unused classroom?""";;;
433;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Harry Potter"",""That might work. I'll look into that.""";;;
434;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Hermione Granger"",""Ok, good.""";;;
435;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Hermione Granger"",""I think we should put our names down, so we know who was here.""";;;
436;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Ernest Macmillan"",""I don't know...if it were found...I mean, Umbridge wouldn't like what we're doing...""";;;
437;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Hermione Granger"",""Honestly, Ernie, do you think I'd just leave it lying around? Besides, its enchanted.""";;;
438;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Hermione Granger"",""Also, what should we call ourselves?""";;;
439;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Angelina Johnson"",""What about the Anti-Unbridhe League?""";;;
440;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Ginny Weasley"",""I think it should be Dumbledore's Army. There is excited agreement. Harry smiles at her.""";;;
441;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Hermione Granger"",""We'll let you know when we're going""";;;
442;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Hermione Granger"",""I think that went well.""";;;
443;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Harry Potter"",""Yeah.""";;;
444;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Hermione Granger"",""And did you see Cho, Harry?""";;;
445;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Hermione Granger"",""Well, she couldn't keep her eyes off you, could she?!""";;;
446;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Angelina Johnson"",""Harry, you won't believe...that Umbridge woman...this is too much!!""";;;
447;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Harry Potter"",""What's she done now?""";;;
448;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Angelina Johnson"",""Follow me.""";;;
449;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Harry Potter"",""""""By order of the Hogwarts High Inquisitor: All student organizations, societies, teams, groups, and clubs are henceforth disbanded. Permission to reform must be approved by High Inquisitor Umbridge. No student organization can exist without the knowledge and approval of the High Inquisitor. Any student found to be a part of an illegal organization will be expelled immediately.""""""";;;
450;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Angelina Johnson"",""She refused to allow us to reform the Gryffindor team. We had to go to Dumbledore to get her to allow it.""";;;
451;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Harry Potter"",""Not only that, but what about the""";;;
452;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Harry Potter"",""This isn't a coincidence.""";;;
453;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Harry Potter"",""She knows.""";;;
454;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Ron Weasley"",""She can't!""";;;
455;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Harry Potter"",""Look, we don't know how many people could have overheard our meeting and told her.""";;;
456;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Ron Weasley"",""Or somebody at the meeting could have blabbed to her.""";;;
457;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Hermione Granger"",""No, they couldn't have. The parchment we all signed was enchanted, like I said. No one can betray the D.A. without us knowing.""";;;
458;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Harry Potter"",""What would we do without you, Hermione?""";;;
459;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Harry Potter"",""Hedwig!""";;;
460;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Hermione Granger"",""She's hurt!""";;;
461;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Ron Weasley"",""She doesn't look very good.""";;;
462;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Hermione Granger"",""Harry, you'd better take her to Professor Grubby-Plank. She'll know what to do.""";;;
463;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Minerva McGonagall"",""Potter!""";;;
464;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Minerva McGonagall"",""Where on earth are you going at this time of night?""";;;
465;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Harry Potter"",""It's Hedwig. I think she's been attacked.""";;;
466;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Minerva McGonagall"",""What?""";;;
467;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Minerva McGonagall"",""Yes, I think you might be right, Potter. She looks at Harry.""";;;
468;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Harry Potter"",""London.""";;;
469;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Minerva McGonagall"",""Well, give her to me. I'll run her""";;;
470;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Minerva McGonagall"",""There you are.""";;;
471;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Minerva McGonagall"",""Bear in mind, Potter, that channels of communication in and out of Hogwarts are being watched, won't you?""";;;
472;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Harry Potter"",""Yes, Professor.""";;;
473;"Harry Potter and the Order of the Phoenix,""In the Hog's Head"",""Minerva McGonagall"",""Good. Now, off to bed.""";;;
474;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Dobby"",""Mr. Harry Potter!""";;;
475;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Harry Potter"",""Dobby! What are you doing here?""";;;
476;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Dobby"",""Dobby is cleaning, sir.""";;;
477;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Harry Potter"",""What is it, Dobby.""";;;
478;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Dobby"",""Dobby...Dobby wishes he could help Harry Potter. Dobby has heard him muttering in his sleep.""";;;
479;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Harry Potter"",""Don't worry about it, Dobby. But I don't think you can help me.""";;;
480;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Harry Potter"",""Actually, there is something you can do, Dobby.""";;;
481;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Harry Potter"",""I need a room where twenty-eight people can practice Defense Against the Dark Arts without the teachers knowing. Especially Professor Umbridge.""";;;
482;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Dobby"",""Dobby knows of the perfect place, Harry Potter! It is the Room of Requirement, sir. You can only use the room in times of great need. Whatever you need will be there for you, Harry Potter.""";;;
483;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Harry Potter"",""That's brilliant, Dobby!""";;;
484;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Dobby"",""Dobby can show you now, if you wish, Harry Potter.""";;;
485;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Harry Potter"",""Better not, Dobby. School is pretty intense right now. We'll do it ina few months, before the holidays.""";;;
486;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Lee Jordan"",""...and Slytherin is up forty to ten. Alica with the quaffle!""";;;
487;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Students"",""Weasley is our King, Weasley is our King, He always lets the Quaffle in, Weasley is our King!""";;;
488;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Harry Potter"",""Just ignore them, Ron!""";;;
489;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Draco Malfoy"",""I should thank you, Weasley. You're definitely our best player!""";;;
490;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Hermione Granger"",""Harry, are you all right?""";;;
491;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Draco Malfoy"",""Bet you loved that, Potter! Saved Weasley's neck, didn't you?""";;;
492;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Draco Malfoy"",""I've never seen a worse Keeper! Maybe we should add some more verses to our little song. About his filthy mother!""";;;
493;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Draco Malfoy"",""And his pathetic loser of a father too!""";;;
494;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Draco Malfoy"",""But then, you like the Weasleys, don't you? How can you stand the stink? I guess it reminds you of your own dear mother!""";;;
495;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Rolanda Hooch"",""Impedimenta!""";;;
496;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Rolanda Hooch"",""Don't make me stupify you, Potter!""";;;
497;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Minerva McGonagall"",""My office. Now.""";;;
498;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Minerva McGonagall"",""In all my thirty-nine years at this school, I have never seen such a disgusting display.""";;;
499;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Harry Potter"",""Malfoy provoked us.""";;;
500;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Minerva McGonagall"",""Of course he wanted to provoke you! He'd just lost!""";;;
501;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Minerva McGonagall"",""I cannot express in words the disappointment I feel right now.""";;;
502;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Minerva McGonagall"",""What is it, Dolores?""";;;
503;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Dolores Umbridge"",""I thought you might need some additional authority in dealing with these two.""";;;
504;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Minerva McGonagall"",""You thought wrong. Now kindly remove yourself from my office.""";;;
505;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Minerva McGonagall"",""Now, I don't care what Malfoy said. Your performance out there was shameful. Fifty points from Gryffindor, and I'm giving you both a week's worth of detentions.""";;;
506;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Dolores Umbridge"",""I hardly think that's an adequate punishment for this.""";;;
507;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Dolores Umbridge"",""Educational Decree Twenty-Five. It gives me, as High Inquisitor, the power to give punishments and privileges, and to alter those given out to students by other members of the staff.""";;;
508;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Dolores Umbridge"",""So, I think a life-long ban from playing quidditch should do the trick for both of these. Oh, and this one's twin as well. He was going to attack Malfoy as well.""";;;
509;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Harry Potter"",""Ban us...for life.""";;;
510;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Dolores Umbridge"",""Yes, indeed, Mr. Potter.""";;;
511;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Dolores Umbridge"",""Ah, I'll take your brooms as well.""";;;
512;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Dolores Umbridge"",""Well, have a wonderful day.""";;;
513;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Harry Potter"",""You've--!""";;;
514;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Minerva McGonagall"",""My hands are tied, Potter.""";;;
515;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Angelina Johnson"",""I can't believe it...three players banned for life in one day...""";;;
516;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Ron Weasley"",""I'm going to resign.""";;;
517;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Harry Potter"",""You can't!""";;;
518;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Ron Weasley"",""I'm horrible! I should never have joined.""";;;
519;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Harry Potter"",""If you quit, we'll be out four players!""";;;
520;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Ron Weasley"",""This is the worst day of my life.""";;;
521;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Hermione Granger"",""I know something that could cheer you up.""";;;
522;"Harry Potter and the Order of the Phoenix,""Dumbledore's Army"",""Hermione Granger"",""Hagrid's back!""";;;
523;"Harry Potter and the Order of the Phoenix,""Hagrid's Tale"",""Harry Potter"",""Hagrid, what happened to you?""";;;
524;"Harry Potter and the Order of the Phoenix,""Hagrid's Tale"",""Rubeus Hagrid"",""I've fine, I tell yeh!""";;;
525;"Harry Potter and the Order of the Phoenix,""Hagrid's Tale"",""Ron Weasley"",""Come off it, Hagrid! We're not blind!""";;;
526;"Harry Potter and the Order of the Phoenix,""Hagrid's Tale"",""Rubeus Hagrid"",""Can' answer tha', I'm afraid. Top secret, that is. Business of the Order.""";;;
527;"Harry Potter and the Order of the Phoenix,""Hagrid's Tale"",""Harry Potter"",""We know you were looking for giants, Hagrid. Dumbledore said so last year.""";;;
528;"Harry Potter and the Order of the Phoenix,""Hagrid's Tale"",""Rubeus Hagrid"",""Oh. Well, yeah, I was, then. Went with Madame Maxime. Took us a month to get to their camp.""";;;
529;"Harry Potter and the Order of the Phoenix,""Hagrid's Tale"",""Ron Weasley"",""A month?""";;;
530;"Harry Potter and the Order of the Phoenix,""Hagrid's Tale"",""Rubeus Hagrid"",""O' course! Can' do magic, not with the Ministry followin' us all the way. Plus, giants aren't fond o' wizards. Don' trust 'em.""";;;
531;"Harry Potter and the Order of the Phoenix,""Hagrid's Tale"",""Harry Potter"",""So what did you do when you found them?""";;;
532;"Harry Potter and the Order of the Phoenix,""Hagrid's Tale"",""Ron Weasley"",""So...no giants are coming?""";;;
533;"Harry Potter and the Order of the Phoenix,""Hagrid's Tale"",""Rubeus Hagrid"",""Well, not righ' away. We brought our message, an' I expec' a fair few'll remember it afore teh end comes.""";;;
534;"Harry Potter and the Order of the Phoenix,""Hagrid's Tale"",""Harry Potter"",""Glad to see all of you could find this place all right.""";;;
535;"Harry Potter and the Order of the Phoenix,""Hagrid's Tale"",""Neville Longbottom"",""Hey, Harry, what is all this stuff?""";;;
536;"Harry Potter and the Order of the Phoenix,""Hagrid's Tale"",""Harry Potter"",""Loads of Defense Against the Dark Arts equipment. Hopefully we'll be able to get to all of it before the end of term.""";;;
537;"Harry Potter and the Order of the Phoenix,""Hagrid's Tale"",""Zacharias Smith"",""Oh please. Professor Lockhart taught us that in second year.""";;;
538;"Harry Potter and the Order of the Phoenix,""Hagrid's Tale"",""Ron Weasley"",""Lockhart didn't teach as much as prune himself.""";;;
539;"Harry Potter and the Order of the Phoenix,""Hagrid's Tale"",""Harry Potter"",""Besides, it works. I used it against You-Know-Who last June. It saved my life.""";;;
540;"Harry Potter and the Order of the Phoenix,""Hagrid's Tale"",""Harry Potter"",""Right. Well, let's split into pairs and give it a go.""";;;
541;"Harry Potter and the Order of the Phoenix,""Hagrid's Tale"",""Neville Longbottom"",""Expelliarmus!""";;;
542;"Harry Potter and the Order of the Phoenix,""Hagrid's Tale"",""Harry Potter"",""Well done, Neville!""";;;
543;"Harry Potter and the Order of the Phoenix,""Hagrid's Tale"",""Harry Potter"",""Look here, you lot! Neville's really got the hang of this one.""";;;
544;"Harry Potter and the Order of the Phoenix,""Hagrid's Tale"",""Neville Longbottom"",""Expelliarmus!""";;;
545;"Harry Potter and the Order of the Phoenix,""Hagrid's Tale"",""Neville Longbottom"",""I did it! I did it!""";;;
546;"Harry Potter and the Order of the Phoenix,""Hagrid's Tale"",""Harry Potter"",""Never forget this spell, Neville. It could save your live some day.""";;;
547;"Harry Potter and the Order of the Phoenix,""Hagrid's Tale"",""Harry Potter"",""Okay, everyone. We've done a lot today, and I've seen some great improvement. That's it for now. We'll meet back here, same time next week!""";;;
548;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Neville Longbottom"",""What's wrong with him?""";;;
549;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Ron Weasley"",""Get McGonagall! Go!""";;;
550;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Ron Weasley"",""Harry! HARRY!""";;;
551;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Minerva McGonagall"",""Potter!""";;;
552;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Minerva McGonagall"",""Wake up, Potter. Wake up. Please...""";;;
553;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Harry Potter"",""Mr. Weasley's been attacked!""";;;
554;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Minerva McGonagall"",""You dreamed this, Potter?""";;;
555;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Harry Potter"",""No, I saw it happen! I...I was there...""";;;
556;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Minerva McGonagall"",""You're sure this happened, Potter?""";;;
557;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Minerva McGonagall"",""We're going to see the Headmaster, Potter.""";;;
558;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Albus Dumbledore"",""Professor McGonagall, and...ah...""";;;
559;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Albus Dumbledore"",""What can I do for you?""";;;
560;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Minerva McGonagall"",""Well, Potter has had some kind of nightmare...""";;;
561;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Albus Dumbledore"",""How did you see this? How were you positioned when you saw it?""";;;
562;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Harry Potter"",""Oh. Uh...I was the snake. I saw it from the snake's perspective.""";;;
563;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Albus Dumbledore"",""Is Arthur seriously injured?""";;;
564;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Harry Potter"",""Yes!""";;;
565;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Albus Dumbledore"",""You were listening?""";;;
566;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Everard"",""Naturally.""";;;
567;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Albus Dumbledore"",""Raise the alarm. We must make sure Arthur is found by the right people.""";;;
568;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Albus Dumbledore"",""Many of our previous headmasters and mistresses have portraits in other institutions, allowing them to move between them.""";;;
569;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Albus Dumbledore"",""Fawkes, we will need a warning.""";;;
570;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Albus Dumbledore"",""Naturally, naturally.""";;;
571;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Albus Dumbledore"",""What news?""";;;
572;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Everard"",""I shouted until someone came. They carried him up seconds ago. He doesn't look good. Covered in blood...""";;;
573;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Dilys Derwent"",""Dumbledore, I've just seen them arrive at St. Mungos. Apperated there moments ago. He looks really bad.""";;;
574;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Albus Dumbledore"",""Good.""";;;
575;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Albus Dumbledore"",""Minerva, the rest of the Weasleys will need to be awoken.""";;;
576;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Albus Dumbledore"",""Phineas.""";;;
577;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Albus Dumbledore"",""Phineas, I need you to visit your other portrait. Tell Sirius what happened and that we are coming to stay for a while.""";;;
578;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Phineas"",""It's late, Dumbledore...""";;;
579;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Phineas"",""I'm going, I'm going...""";;;
580;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Severus Snape"",""Sit, Potter.""";;;
581;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Severus Snape"",""As you are well aware, I will be teaching you Occlumency. The headmaster feels you should learn this form of magic to defend yourself against the Dark Lord, who is skilled at Legilimency.""";;;
582;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Harry Potter"",""What's that, Professor?""";;;
583;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Severus Snape"",""Legilimency is the ability to extract thoughts and feelings from others.""";;;
584;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Harry Potter"",""Voldemort can read minds?""";;;
585;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Severus Snape"",""As usual, you have all the subtlety of a stone wall, Potter.""";;;
586;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Severus Snape"",""The mind is not a book, of which any page can be examined. The mind is complex and multi-layered.""";;;
587;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Harry Potter"",""So he could read our minds right now?""";;;
588;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Harry Potter"",""But hasn't it helped so far? I mean, it saved Mr. Weasley's life, didn't it?""";;;
589;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Severus Snape"",""Yes, it did, but at the expense of our advantage. The connection between you was so powerful during your vision of the snake that the Dark Lord became aware of it. The Headmaster fears that he may try to use this to his advantage, to manipulate you through false visions.""";;;
590;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Severus Snape"",""Wand out, Potter.""";;;
591;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Severus Snape"",""You may use any spell you can think of to try and repel me.""";;;
592;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Harry Potter"",""What are you going to do?""";;;
593;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Severus Snape"",""I am going to break into your mind.""";;;
594;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Harry Potter"",""No!""";;;
595;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Severus Snape"",""Well, you stopped me eventually. Ideally, you should repel me with your mind.""";;;
596;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Severus Snape"",""Clear your mind, Potter. Abandon""";;;
597;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Arthur Weasley"",""Come on, Harry!""";;;
598;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Harry Potter"",""I've been there before...""";;;
599;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Severus Snape"",""What was that?""";;;
600;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Harry Potter"",""I've just realized...""";;;
601;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Severus Snape"",""Realized what, Potter?""";;;
602;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Harry Potter"",""What's in the Department of Mysteries, sir?""";;;
603;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Severus Snape"",""What did you say?""";;;
604;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Harry Potter"",""That corridor, I've been dreaming about it for months...it leads to the Department of Mysteries, I'm sure of it.""";;;
605;"Harry Potter and the Order of the Phoenix,""Occlumency"",""Severus Snape"",""There are many things in the Department of Mysteries, Potter, none of which concern you.""";;;
606;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Dolores Umbridge"",""I can do whatever I wish!""";;;
607;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Sybill Trelawney"",""This is my home!""";;;
608;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Dolores Umbridge"",""Not anymore.""";;;
609;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Dolores Umbridge"",""Now remove yourself from this castle!""";;;
610;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Dolores Umbridge"",""I have the authority, Headmaster!""";;;
611;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Albus Dumbledore"",""Oh, I agree with you, Professor Umbridge. You do have the power to dismiss my teachers. However...""";;;
612;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Albus Dumbledore"",""-..-You cannot send them from this""";;;
613;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Dolores Umbridge"",""And what of her quarters when I appoint a new teacher.""";;;
614;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Albus Dumbledore"",""Happily, that will not be necessary. I have found a successor""";;;
615;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Albus Dumbledore"",""...the Ministry can only appoint new teachers if I cannot find one. I think you will find him suitable enough.""";;;
616;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Albus Dumbledore"",""This is Firenze.""";;;
617;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Ron Weasley"",""So you're saying this weapon You- Know-Who's after is in the Department of Mysteries?""";;;
618;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Harry Potter"",""It's got to be.""";;;
619;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Hermione Granger"",""That's got to be what Surgis Podmore was doing in the Ministry when he was arrested.""";;;
620;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Harry Potter"",""Probably. Mr. Weasley was probably there when he was attacked, too. That must be what the Order's guarding!""";;;
621;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Ron Weasley"",""But why the Department of Mysteries?""";;;
622;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Hermione Granger"",""It makes perfect sense, Ron. It's got to be something the Ministry's been developing. Something top secret.""";;;
623;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Hermione Granger"",""Look at this. There's been a mass escape from Azkaban.""";;;
624;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Ron Weasley"",""Bloody hell!""";;;
625;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Harry Potter"",""They're all Death Eaters!""";;;
626;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Hermione Granger"",""Yes.""";;;
627;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Harry Potter"",""Voldemort.""";;;
628;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Dolores Umbridge"",""Since I had received information some time ago that Potter and a number of other students had met in the Hog's Head to start an illegal group--""";;;
629;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Albus Dumbledore"",""I'm not sure that's true, Professor.""";;;
630;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Dolores Umbridge"",""I'm sorry?""";;;
631;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Albus Dumbledore"",""In point of fact, when young Potter met those students it was not illegal.""";;;
632;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Dolores Umbridge"",""But two days later, Educational Decree Twenty-Four was introduced.""";;;
633;"Harry Potter and the Order of the Phoenix,""Unquiet Escape"",""Albus Dumbledore"",""Again, quite correct. However, I wonder if you have any evidence that proves this group has been meeting since then?""";;;
